age,eduyrs,home,skills,daily,inc4
35,17,Yes,12,1,Mid-high
29,18,Yes,12,1,Mid-low
74,12,No,0,0,Lowest
68,10,Yes,5,0,Mid-low
19,13,Yes,5,1,Highest
76,8,Yes,3,0,Mid-low
78,8,Yes,2,0,Mid-low
44,16,Yes,8,1,Highest
87,20,Yes,7,0,Mid-low
51,16,Yes,9,1,Highest
75,15,Yes,9,1,Lowest
33,18,Yes,10,1,Mid-high
37,17,Yes,8,1,Mid-high
53,15,Yes,7,1,Highest
23,15,Yes,12,1,Mid-high
58,18,Yes,12,1,Highest
61,15,Yes,9,1,Lowest
27,18,Yes,7,1,Lowest
33,17,Yes,12,1,Mid-low
42,21,Yes,12,1,Highest
77,9,Yes,4,1,Mid-high
39,16,Yes,10,1,Mid-low
36,14,Yes,10,1,Mid-high
77,12,Yes,6,1,Mid-low
76,13,Yes,9,0,Mid-low
52,20,Yes,12,1,Mid-low
30,19,Yes,9,1,Mid-high
70,11,Yes,8,0,Lowest
32,17,Yes,11,1,Highest
55,13,Yes,6,1,Lowest
62,9,Yes,8,1,Mid-high
59,14,No,4,0,Mid-low
34,19,Yes,6,1,Highest
51,14,Yes,12,1,Mid-high
31,14,Yes,8,1,Highest
77,18,Yes,12,1,Mid-low
75,10,Yes,12,1,Lowest
73,12,Yes,3,1,Mid-high
40,19,Yes,11,1,Mid-high
24,17,Yes,12,1,Mid-low
30,12,Yes,9,0,Mid-high
71,8,Yes,1,0,Lowest
39,20,Yes,10,1,Highest
54,19,Yes,10,1,Highest
34,19,Yes,12,1,Mid-high
25,15,Yes,12,1,Lowest
63,15,Yes,5,1,Lowest
66,18,Yes,7,1,Mid-low
37,16,Yes,12,1,Mid-high
39,18,Yes,12,1,Highest
41,21,Yes,12,1,Mid-high
55,15,Yes,3,1,Lowest
25,14,Yes,9,1,Mid-low
72,10,Yes,0,0,Mid-low
54,14,Yes,10,1,Mid-high
29,18,Yes,12,1,Mid-high
39,21,Yes,11,1,Highest
21,14,Yes,12,1,Mid-high
73,25,Yes,12,1,Mid-low
34,16,Yes,9,1,Mid-high
66,12,Yes,6,1,Mid-high
77,9,Yes,3,0,Lowest
39,15,Yes,9,1,Mid-high
79,15,Yes,7,1,Lowest
49,19,Yes,8,1,Mid-high
45,20,Yes,9,1,Highest
67,20,Yes,12,1,Mid-high
28,19,Yes,12,1,Mid-low
76,10,Yes,5,0,Mid-high
90,15,No,0,0,Mid-low
47,15,Yes,7,1,Mid-high
34,16,Yes,12,1,Mid-high
79,15,Yes,3,0,Lowest
40,12,Yes,10,1,Mid-high
84,7,No,0,0,Mid-low
71,13,Yes,5,1,Mid-high
30,15,Yes,9,1,Mid-low
61,24,Yes,12,1,Highest
76,16,Yes,8,0,Highest
71,12,Yes,7,1,Mid-high
38,17,Yes,9,1,Mid-high
51,17,Yes,10,1,Highest
48,13,Yes,6,1,Mid-high
29,20,Yes,11,1,Lowest
61,20,No,12,1,Highest
66,20,Yes,12,1,Highest
68,8,No,2,1,Lowest
60,8,Yes,4,0,Mid-low
28,12,Yes,12,1,Mid-low
58,12,Yes,4,1,Highest
60,15,Yes,12,1,Highest
63,18,Yes,12,1,Mid-low
26,19,Yes,12,1,Mid-low
76,11,No,0,0,Mid-high
25,12,Yes,12,1,Lowest
66,10,Yes,4,0,Mid-low
23,13,Yes,8,1,Lowest
59,15,Yes,7,1,Mid-high
23,15,Yes,12,1,Lowest
21,12,Yes,5,1,Lowest
90,4,Yes,0,0,Lowest
70,9,Yes,1,1,Mid-high
62,11,Yes,12,1,Mid-low
83,20,Yes,6,1,Mid-high
23,16,Yes,11,1,Lowest
37,17,Yes,10,1,Mid-high
58,12,Yes,7,1,Mid-high
66,11,Yes,12,1,Mid-high
60,9,Yes,5,1,Mid-low
35,14,Yes,10,1,Highest
68,8,Yes,0,1,Lowest
39,15,Yes,12,1,Highest
67,15,Yes,6,1,Mid-low
61,20,Yes,12,1,Highest
70,9,Yes,4,1,Mid-low
22,12,Yes,9,1,Highest
57,12,Yes,6,1,Mid-low
37,19,Yes,12,1,Highest
60,12,Yes,4,1,Highest
83,13,Yes,6,1,Mid-high
36,15,Yes,12,1,Mid-high
37,22,Yes,11,1,Lowest
65,15,Yes,7,1,Lowest
41,17,Yes,10,1,Highest
77,10,Yes,0,0,Lowest
59,11,Yes,6,1,Highest
60,11,Yes,6,1,Mid-high
27,16,Yes,12,1,Mid-low
46,24,Yes,11,1,Mid-high
69,18,Yes,10,1,Mid-high
71,15,Yes,12,1,Mid-high
37,12,Yes,7,1,Highest
42,17,Yes,10,1,Highest
72,14,Yes,7,1,Mid-low
80,8,No,0,0,Mid-high
63,15,Yes,0,0,Lowest
38,16,Yes,12,1,Mid-high
34,17,Yes,10,1,Highest
35,15,Yes,6,1,Lowest
45,14,Yes,11,1,Mid-high
69,12,Yes,4,0,Mid-high
67,12,Yes,2,0,Lowest
80,6,No,0,0,Mid-high
60,13,Yes,3,1,Lowest
47,16,Yes,10,1,Mid-high
63,11,Yes,5,0,Mid-high
72,10,Yes,4,0,Lowest
61,15,Yes,6,0,Mid-high
33,22,Yes,12,1,Highest
74,8,Yes,3,1,Lowest
52,19,Yes,11,1,Highest
45,15,Yes,8,1,Mid-low
40,13,Yes,9,1,Mid-high
75,7,No,0,0,Mid-low
78,8,Yes,2,0,Lowest
72,9,Yes,6,1,Mid-low
64,10,Yes,7,1,Mid-high
51,14,Yes,7,1,Highest
68,12,Yes,5,1,Mid-high
46,21,Yes,3,1,Lowest
21,12,Yes,8,1,Mid-high
22,14,Yes,12,1,Lowest
68,12,Yes,4,0,Mid-high
57,11,Yes,3,1,Mid-low
54,11,Yes,8,1,Lowest
55,15,Yes,12,1,Highest
50,10,Yes,9,1,Mid-high
88,18,No,1,0,Lowest
44,22,Yes,12,1,Mid-high
69,17,Yes,3,1,Lowest
52,16,Yes,10,1,Highest
62,9,No,3,0,Mid-low
61,10,Yes,6,1,Mid-high
62,10,Yes,6,1,Lowest
74,9,No,0,0,Lowest
58,15,Yes,6,1,Mid-low
67,10,No,0,0,Mid-low
53,17,Yes,12,1,Highest
32,16,Yes,10,1,Lowest
33,17,Yes,11,1,Highest
56,15,Yes,9,1,Mid-high
66,11,Yes,4,0,Mid-high
67,13,Yes,12,1,Mid-high
74,12,Yes,9,0,Mid-high
24,15,Yes,12,1,Lowest
58,13,Yes,6,1,Mid-high
72,15,Yes,9,1,Mid-high
70,12,Yes,4,1,Mid-low
77,12,Yes,4,1,Mid-high
18,12,Yes,9,1,Lowest
54,9,Yes,5,1,Mid-high
63,13,Yes,6,1,Mid-low
51,17,Yes,12,1,Mid-high
23,14,Yes,2,1,Mid-low
32,17,Yes,4,1,Highest
25,14,Yes,8,1,Lowest
74,5,No,0,0,Lowest
39,14,Yes,8,1,Mid-high
59,11,Yes,6,1,Mid-low
57,13,Yes,9,1,Mid-high
63,11,Yes,8,1,Lowest
51,14,Yes,9,1,Highest
51,13,Yes,1,1,Highest
31,24,Yes,12,1,Lowest
38,18,No,7,0,Highest
45,20,Yes,12,1,Highest
36,15,Yes,9,1,Highest
63,12,Yes,9,1,Mid-high
18,15,Yes,8,1,Mid-low
50,17,Yes,12,1,Highest
63,18,Yes,9,1,Mid-high
62,9,Yes,5,0,Lowest
62,10,Yes,0,0,Mid-low
44,16,Yes,5,1,Highest
28,12,Yes,999,1,Mid-low
38,10,Yes,0,1,Mid-high
53,12,Yes,6,1,Mid-high
70,10,No,0,0,Lowest
24,18,Yes,6,1,Lowest
31,14,Yes,11,1,Highest
72,15,No,999,0,Lowest
19,12,Yes,12,0,Mid-high
44,13,Yes,11,1,Highest
46,10,Yes,9,0,Highest
42,11,Yes,999,1,Mid-low
20,15,Yes,12,0,Highest
62,11,Yes,0,0,Lowest
53,15,Yes,0,0,Mid-low
83,8,No,0,0,Lowest
42,20,Yes,9,1,Mid-high
47,20,Yes,11,1,Highest
31,17,Yes,4,1,Highest
90,14,No,0,0,Mid-high
59,12,Yes,9,1,Mid-low
48,10,Yes,12,1,Highest
30,15,Yes,10,1,Highest
59,12,Yes,5,0,Lowest
46,13,Yes,2,1,Mid-low
53,12,Yes,3,0,Lowest
54,14,Yes,6,1,Mid-low
33,14,Yes,5,1,Mid-high
33,20,Yes,4,1,Mid-low
48,7,Yes,0,0,Lowest
27,18,Yes,12,1,Highest
60,13,Yes,6,1,Highest
64,12,Yes,8,1,Highest
40,18,No,12,1,Highest
77,14,Yes,0,0,Highest
72,10,Yes,3,1,Mid-high
20,15,Yes,12,1,Highest
30,15,No,11,1,Highest
80,11,No,0,0,Mid-low
51,12,Yes,8,1,Mid-low
37,16,Yes,8,1,Lowest
70,11,Yes,5,0,Mid-high
28,16,Yes,10,1,Highest
20,13,Yes,8,1,Highest
21,13,Yes,9,1,Mid-low
78,7,Yes,3,1,Highest
53,12,Yes,0,0,Lowest
63,16,Yes,3,0,Mid-high
60,17,Yes,12,1,Highest
32,17,Yes,12,1,Highest
32,13,Yes,12,1,Mid-low
62,17,Yes,4,1,Highest
80,21,Yes,0,1,Mid-low
47,13,Yes,12,1,Highest
40,18,Yes,6,1,Highest
56,8,Yes,8,1,Mid-high
25,12,Yes,999,1,Mid-low
58,15,Yes,5,1,Highest
29,16,Yes,12,1,Mid-low
65,14,Yes,8,1,Lowest
33,12,Yes,0,0,Mid-low
33,15,Yes,9,1,Lowest
63,13,Yes,9,1,Mid-low
68,20,Yes,12,1,Lowest
33,9,Yes,6,1,Mid-low
44,14,Yes,12,1,Lowest
57,13,Yes,12,1,Highest
35,9,No,9,1,Mid-high
20,15,Yes,12,1,Highest
46,19,Yes,4,0,Mid-high
39,21,Yes,6,1,Highest
49,12,Yes,2,1,Highest
70,7,Yes,12,0,Mid-low
66,23,Yes,10,1,Highest
20,12,Yes,7,1,Highest
90,6,No,0,0,Lowest
21,15,Yes,12,1,Mid-high
51,11,Yes,0,1,Mid-high
62,19,Yes,6,0,Highest
47,14,Yes,9,1,Highest
74,12,No,0,0,Lowest
50,17,Yes,8,1,Highest
56,12,Yes,7,1,Highest
28,14,Yes,9,1,Highest
22,19,Yes,12,1,Lowest
23,13,Yes,8,1,Highest
59,5,No,0,0,Lowest
66,15,Yes,6,1,Mid-high
37,10,Yes,6,1,Lowest
51,13,Yes,7,1,Highest
35,14,Yes,12,1,Mid-low
44,13,Yes,4,1,Mid-high
69,14,Yes,999,1,Highest
32,17,Yes,12,1,Highest
55,20,Yes,6,1,Highest
66,11,Yes,3,1,Highest
43,16,Yes,12,1,Highest
76,10,No,0,0,Mid-high
18,13,Yes,10,1,Lowest
74,15,Yes,999,0,Mid-high
51,17,Yes,7,1,Highest
71,11,Yes,0,0,Mid-low
64,13,Yes,10,1,Mid-high
63,10,Yes,5,0,Highest
57,11,Yes,0,0,Lowest
38,18,Yes,12,1,Highest
45,18,Yes,12,1,Mid-low
53,18,Yes,12,1,Highest
40,13,Yes,9,1,Mid-high
58,19,Yes,12,0,Mid-high
25,14,Yes,7,1,Highest
33,14,Yes,12,1,Lowest
63,10,Yes,6,1,Mid-high
28,20,Yes,12,0,Mid-high
62,14,Yes,9,1,Highest
60,10,No,0,0,Lowest
47,11,Yes,12,1,Highest
52,15,No,9,1,Highest
70,8,Yes,0,0,Mid-low
67,14,Yes,12,1,Highest
36,18,Yes,12,1,Highest
24,12,Yes,12,1,Lowest
86,10,No,0,0,Mid-low
26,15,Yes,12,1,Mid-high
70,11,Yes,12,1,Mid-high
58,13,Yes,999,1,Highest
78,9,Yes,0,0,Mid-low
49,16,Yes,0,0,Mid-low
44,18,Yes,12,1,Highest
59,13,Yes,12,1,Highest
21,15,Yes,9,1,Lowest
64,14,Yes,8,1,Mid-low
75,15,Yes,8,1,Highest
66,11,Yes,6,1,Mid-low
64,6,Yes,1,0,Mid-high
57,13,Yes,5,1,Highest
68,12,Yes,0,0,Mid-low
74,13,Yes,3,1,Mid-high
52,12,Yes,10,1,Mid-low
33,11,Yes,7,0,Highest
62,15,Yes,8,0,Lowest
20,14,Yes,9,1,Mid-low
59,21,Yes,4,1,Highest
64,11,Yes,999,0,Lowest
66,16,Yes,11,1,Highest
24,14,Yes,8,1,Mid-high
78,14,No,0,0,Mid-low
30,17,Yes,12,1,Mid-high
53,9,Yes,5,1,Mid-low
21,14,Yes,6,1,Lowest
52,11,Yes,8,1,Highest
38,23,Yes,9,1,Highest
66,8,Yes,0,1,Lowest
37,14,Yes,10,1,Highest
21,14,Yes,12,1,Lowest
49,10,Yes,6,1,Mid-low
25,11,Yes,6,1,Mid-high
41,17,Yes,10,1,Highest
67,8,No,0,0,Lowest
77,13,Yes,9,1,Highest
67,7,No,0,0,Lowest
50,16,Yes,2,1,Mid-high
35,14,Yes,999,1,Mid-high
30,18,Yes,11,1,Mid-high
33,17,Yes,12,1,Highest
59,7,Yes,4,1,Highest
44,18,Yes,4,1,Highest
41,12,Yes,9,1,Mid-high
44,21,Yes,6,1,Lowest
50,17,Yes,5,1,Highest
73,13,Yes,7,1,Mid-low
58,10,Yes,5,1,Highest
60,8,No,0,0,Lowest
55,10,Yes,0,1,Mid-high
43,10,Yes,9,1,Mid-low
80,9,No,0,0,Mid-low
55,11,Yes,11,1,Mid-low
48,8,Yes,11,1,Mid-high
42,13,Yes,12,1,Mid-low
72,9,Yes,0,0,Lowest
52,10,Yes,3,1,Highest
47,16,Yes,12,1,Mid-low
22,15,Yes,9,1,Lowest
67,13,Yes,10,1,Lowest
75,14,Yes,3,1,Mid-low
54,15,Yes,0,0,Lowest
77,18,No,12,0,Highest
43,15,Yes,4,1,Lowest
65,8,Yes,6,0,Lowest
73,4,Yes,2,0,Mid-high
59,20,Yes,8,1,Mid-low
53,16,Yes,4,0,Mid-high
57,12,Yes,12,1,Highest
81,14,Yes,1,0,Lowest
61,11,Yes,12,1,Highest
49,15,Yes,4,0,Highest
79,20,Yes,2,0,Mid-high
25,15,Yes,10,1,Lowest
58,15,No,6,1,Lowest
61,9,Yes,0,0,Mid-low
48,16,Yes,10,1,Mid-high
68,12,Yes,3,0,Mid-low
30,12,Yes,12,1,Mid-low
38,11,No,2,1,Mid-low
69,12,Yes,3,0,Lowest
52,12,Yes,12,1,Mid-low
33,10,Yes,12,1,Lowest
56,6,Yes,4,1,Mid-low
43,17,Yes,12,1,Mid-high
59,12,Yes,12,1,Lowest
70,12,Yes,0,0,Mid-high
41,17,Yes,9,1,Highest
43,10,Yes,9,1,Highest
50,16,Yes,12,1,Highest
50,8,Yes,0,0,Lowest
85,7,No,0,0,Lowest
60,17,Yes,999,1,Highest
47,14,Yes,12,1,Mid-low
36,21,No,12,0,Highest
53,11,Yes,12,1,Highest
38,16,Yes,9,1,Mid-low
87,11,No,0,0,Lowest
74,6,No,0,0,Mid-low
45,20,Yes,9,1,Highest
57,16,Yes,8,1,Highest
58,18,Yes,12,1,Highest
63,9,Yes,999,1,Lowest
56,14,Yes,4,0,Lowest
23,17,Yes,5,1,Lowest
84,12,No,0,0,Lowest
20,13,Yes,6,1,Highest
39,18,Yes,12,1,Highest
27,14,Yes,6,1,Lowest
55,16,Yes,9,1,Highest
66,7,No,0,0,Lowest
42,14,Yes,4,1,Mid-high
85,20,Yes,4,1,Highest
69,11,Yes,0,1,Lowest
40,17,Yes,7,1,Lowest
35,14,Yes,10,1,Mid-high
33,10,Yes,12,1,Mid-low
57,12,Yes,4,1,Mid-high
41,18,Yes,3,1,Highest
68,17,Yes,11,1,Mid-low
49,12,Yes,9,1,Mid-low
35,17,Yes,10,1,Mid-high
65,12,Yes,1,0,Mid-low
79,11,Yes,0,1,Mid-low
55,11,Yes,9,1,Mid-low
23,16,Yes,5,1,Mid-high
61,14,Yes,5,0,Highest
58,21,Yes,12,1,Highest
28,13,Yes,12,1,Mid-high
42,12,Yes,9,1,Mid-high
38,11,Yes,12,1,Mid-high
63,12,Yes,10,0,Lowest
24,17,Yes,12,1,Lowest
60,12,Yes,6,0,Mid-high
38,18,Yes,7,0,Mid-high
35,5,Yes,12,0,Lowest
44,11,Yes,12,1,Mid-low
63,10,Yes,5,1,Lowest
78,8,Yes,12,1,Mid-high
27,17,Yes,9,1,Highest
48,15,Yes,5,1,Mid-low
50,14,Yes,6,0,Highest
64,12,Yes,8,1,Mid-low
63,17,Yes,6,1,Highest
36,12,Yes,6,1,Lowest
25,20,Yes,12,1,Highest
29,16,Yes,8,1,Mid-high
77,10,Yes,1,0,Mid-low
59,16,Yes,3,0,Mid-high
44,14,Yes,8,0,Mid-low
40,14,Yes,9,1,Lowest
33,15,Yes,12,1,Highest
69,12,Yes,9,1,Mid-high
30,19,Yes,12,1,Highest
64,6,Yes,6,0,Mid-low
53,16,Yes,7,1,Highest
56,11,Yes,6,1,Highest
56,10,Yes,8,1,Mid-low
46,16,Yes,3,1,Lowest
21,15,Yes,10,1,Lowest
41,16,Yes,7,1,Mid-low
54,9,Yes,4,1,Highest
67,12,Yes,4,0,Mid-low
76,6,No,0,0,Lowest
24,15,Yes,12,1,Lowest
50,14,Yes,5,0,Lowest
52,11,Yes,8,1,Highest
50,11,Yes,1,0,Lowest
73,8,No,12,0,Lowest
47,15,Yes,8,1,Highest
66,11,Yes,5,1,Mid-low
47,6,Yes,2,1,Mid-low
20,14,Yes,9,1,Mid-low
60,11,No,0,0,Mid-high
67,14,Yes,0,0,Mid-high
90,5,Yes,2,1,Lowest
64,12,Yes,12,1,Mid-high
81,9,No,0,0,Mid-low
39,15,Yes,12,1,Lowest
19,13,Yes,5,1,Lowest
27,12,Yes,0,1,Mid-high
47,13,Yes,7,1,Mid-high
76,10,Yes,0,0,Mid-high
28,15,Yes,7,1,Lowest
56,11,Yes,0,0,Mid-high
55,15,Yes,12,1,Highest
62,11,Yes,0,1,Lowest
69,15,Yes,8,1,Highest
49,9,Yes,3,1,Lowest
60,12,Yes,999,1,Highest
38,14,Yes,12,1,Mid-high
21,15,Yes,10,1,Highest
58,13,Yes,6,0,Mid-high
54,19,Yes,9,1,Highest
53,12,Yes,999,1,Mid-high
23,11,Yes,2,1,Lowest
32,17,Yes,10,1,Highest
72,8,Yes,4,1,Lowest
51,12,Yes,6,0,Mid-low
38,15,Yes,12,1,Highest
52,14,Yes,12,1,Mid-high
78,25,Yes,1,0,Mid-low
37,12,Yes,3,1,Highest
79,16,Yes,4,1,Mid-low
52,16,Yes,6,1,Highest
56,11,Yes,12,1,Highest
63,9,Yes,5,0,Mid-high
29,20,Yes,12,1,Lowest
61,2,No,0,0,Lowest
42,20,Yes,9,1,Lowest
70,15,Yes,1,0,Lowest
67,10,Yes,0,0,Mid-high
69,13,Yes,9,1,Highest
40,8,Yes,6,0,Mid-low
53,14,Yes,12,1,Highest
35,17,Yes,5,0,Lowest
34,13,Yes,12,1,Mid-low
49,12,Yes,0,0,Mid-high
47,11,Yes,8,1,Mid-low
61,16,Yes,12,1,Highest
59,10,Yes,2,0,Mid-high
57,16,Yes,5,1,Mid-high
73,10,Yes,3,1,Mid-high
23,15,Yes,7,0,Mid-high
21,14,Yes,999,1,Mid-low
61,19,Yes,8,1,Mid-high
21,12,Yes,12,1,Lowest
18,12,Yes,9,1,Lowest
56,14,Yes,2,1,Lowest
28,14,Yes,4,1,Mid-high
41,13,Yes,9,1,Mid-low
43,17,Yes,9,1,Mid-high
55,11,Yes,6,1,Highest
71,8,Yes,10,1,Mid-high
73,17,Yes,9,0,Mid-high
44,15,Yes,9,1,Mid-high
46,15,Yes,2,0,Mid-high
18,12,Yes,999,1,Mid-low
41,7,Yes,3,1,Highest
53,15,Yes,12,1,Highest
39,14,Yes,12,1,Mid-low
58,10,Yes,0,0,Highest
48,18,Yes,7,1,Highest
36,20,Yes,8,1,Highest
20,14,Yes,9,1,Highest
54,5,Yes,0,0,Lowest
27,15,Yes,6,1,Lowest
19,15,Yes,7,1,Mid-high
22,7,No,0,0,Lowest
44,12,Yes,11,1,Mid-low
59,13,Yes,5,1,Mid-low
20,14,Yes,12,1,Mid-low
67,13,Yes,5,0,Mid-high
53,4,Yes,9,0,Mid-low
41,15,Yes,10,1,Mid-high
38,20,Yes,6,1,Highest
35,13,Yes,12,1,Mid-low
25,17,Yes,12,1,Mid-high
37,23,Yes,9,1,Highest
24,14,Yes,10,1,Mid-high
30,13,Yes,12,1,Mid-low
85,8,No,0,1,Lowest
45,12,Yes,3,0,Mid-low
36,16,Yes,10,1,Mid-low
55,12,Yes,12,1,Mid-high
38,19,Yes,12,1,Highest
56,17,Yes,2,1,Lowest
45,20,Yes,12,0,Highest
48,15,Yes,0,1,Mid-low
50,15,Yes,2,1,Highest
61,13,Yes,10,1,Mid-low
46,10,Yes,7,1,Lowest
69,18,Yes,8,0,Lowest
59,15,Yes,3,0,Mid-high
54,10,Yes,6,1,Mid-high
67,13,Yes,5,1,Mid-low
24,17,Yes,10,1,Mid-high
42,12,Yes,999,1,Mid-low
24,19,Yes,12,1,Lowest
37,11,Yes,12,0,Highest
21,15,Yes,12,1,Mid-high
43,17,Yes,8,1,Lowest
25,13,Yes,999,1,Mid-high
70,7,Yes,6,0,Mid-low
38,20,Yes,12,1,Highest
85,16,Yes,7,0,Mid-high
21,15,Yes,11,1,Mid-low
72,12,No,0,0,Mid-high
42,14,Yes,5,0,Mid-low
18,13,Yes,4,1,Lowest
73,6,Yes,3,1,Mid-high
61,9,No,0,0,Mid-low
61,10,Yes,0,0,Mid-low
55,15,Yes,9,1,Highest
55,9,Yes,2,1,Highest
63,14,Yes,12,1,Highest
40,11,Yes,9,1,Highest
27,14,Yes,12,1,Mid-high
19,13,Yes,8,1,Lowest
18,12,Yes,12,1,Highest
33,12,Yes,2,1,Mid-high
60,15,Yes,999,0,Lowest
64,12,Yes,8,1,Highest
62,11,Yes,7,1,Mid-low
82,10,No,0,0,Lowest
43,12,Yes,3,1,Highest
62,19,Yes,4,0,Mid-high
31,13,Yes,10,1,Mid-high
73,8,Yes,4,0,Lowest
53,10,Yes,7,1,Highest
65,9,Yes,0,1,Mid-low
45,13,Yes,999,1,Highest
53,15,Yes,12,1,Highest
25,15,Yes,9,1,Lowest
57,12,Yes,0,1,Mid-high
34,18,Yes,12,1,Highest
20,14,Yes,12,1,Lowest
53,14,No,2,0,Mid-low
90,8,No,1,0,Mid-low
53,14,Yes,999,0,Mid-high
18,13,Yes,9,1,Mid-high
76,12,Yes,6,1,Highest
64,5,Yes,0,0,Mid-high
61,12,Yes,2,1,Mid-high
49,18,Yes,12,1,Highest
26,12,Yes,12,1,Mid-high
49,19,Yes,6,1,Highest
65,16,Yes,5,1,Highest
54,10,No,0,0,Lowest
61,14,Yes,9,1,Mid-high
41,9,Yes,999,1,Lowest
47,11,Yes,999,1,Mid-low
28,14,Yes,8,1,Mid-high
56,13,Yes,5,1,Highest
47,17,Yes,8,1,Highest
58,12,Yes,0,0,Lowest
41,11,Yes,4,1,Lowest
47,15,Yes,5,1,Mid-low
25,15,Yes,11,1,Highest
65,12,Yes,2,1,Mid-low
23,17,Yes,11,1,Lowest
46,17,Yes,12,1,Highest
52,12,Yes,9,1,Mid-low
77,12,Yes,12,1,Mid-low
25,18,Yes,9,0,Lowest
25,11,Yes,9,1,Highest
51,14,Yes,3,0,Lowest
39,14,Yes,8,1,Highest
51,15,Yes,999,0,Highest
60,12,Yes,9,1,Mid-high
67,15,Yes,8,1,Mid-low
65,9,Yes,3,1,Mid-low
46,14,Yes,5,1,Highest
69,8,Yes,6,1,Highest
59,4,Yes,0,1,Mid-low
80,14,Yes,6,1,Mid-high
56,8,Yes,2,0,Lowest
33,10,Yes,12,1,Highest
66,12,Yes,3,1,Mid-high
43,12,Yes,1,1,Mid-high
54,10,Yes,0,1,Lowest
29,10,Yes,0,1,Lowest
37,11,Yes,999,0,Lowest
57,13,Yes,6,1,Mid-high
42,11,Yes,7,1,Highest
46,11,Yes,1,0,Mid-high
66,10,Yes,6,1,Mid-high
72,7,No,0,0,Mid-low
34,17,Yes,12,1,Mid-high
23,15,Yes,6,1,Mid-low
59,11,Yes,3,1,Mid-low
50,15,Yes,9,1,Mid-high
31,17,Yes,12,1,Highest
21,10,Yes,6,1,Lowest
70,10,Yes,8,1,Mid-low
70,8,No,0,0,Mid-low
30,13,Yes,12,1,Mid-high
53,12,Yes,2,1,Highest
61,12,No,0,0,Mid-low
61,9,Yes,4,0,Mid-low
41,13,Yes,8,0,Lowest
39,15,Yes,4,0,Highest
28,17,Yes,12,1,Highest
86,8,No,0,0,Lowest
34,9,Yes,3,1,Mid-high
21,16,Yes,12,1,Highest
26,17,Yes,9,1,Mid-high
63,15,Yes,4,1,Mid-low
36,15,Yes,7,1,Lowest
51,15,Yes,12,1,Highest
56,15,Yes,4,1,Mid-high
53,19,Yes,12,1,Highest
35,12,Yes,6,1,Highest
47,13,Yes,8,1,Lowest
64,7,Yes,6,0,Lowest
57,16,Yes,10,1,Mid-high
51,17,Yes,12,1,Highest
73,8,Yes,0,0,Mid-high
30,15,Yes,8,1,Mid-low
76,11,Yes,0,1,Mid-low
30,11,Yes,7,1,Mid-low
53,15,Yes,5,0,Mid-high
43,17,Yes,11,1,Mid-high
33,12,Yes,6,1,Mid-high
60,10,Yes,10,1,Mid-low
47,13,Yes,12,1,Mid-low
46,13,No,0,0,Lowest
41,18,Yes,0,1,Mid-low
47,22,Yes,7,1,Highest
70,18,Yes,3,0,Mid-low
60,11,Yes,999,0,Lowest
26,11,Yes,9,1,Lowest
23,11,Yes,9,1,Mid-low
68,16,Yes,5,1,Mid-low
64,4,Yes,0,0,Mid-low
51,12,Yes,4,1,Mid-low
78,15,Yes,2,1,Lowest
66,9,Yes,9,0,Highest
24,16,Yes,12,1,Highest
27,17,Yes,12,1,Mid-high
46,19,Yes,9,1,Highest
46,16,Yes,9,1,Lowest
44,13,Yes,3,0,Lowest
69,13,Yes,5,0,Mid-high
57,17,Yes,12,1,Highest
46,16,Yes,10,1,Mid-high
19,12,Yes,8,1,Lowest
49,11,Yes,6,1,Lowest
66,12,Yes,8,1,Lowest
89,12,Yes,8,1,Highest
61,16,Yes,7,1,Mid-low
26,18,Yes,7,1,Highest
68,14,Yes,4,1,Highest
71,10,Yes,5,1,Mid-low
53,14,Yes,999,1,Lowest
77,5,Yes,6,1,Highest
68,7,No,0,0,Lowest
71,15,Yes,9,0,Lowest
56,15,Yes,8,1,Highest
88,12,Yes,999,1,Mid-high
69,16,Yes,1,0,Lowest
55,4,Yes,8,0,Lowest
37,15,Yes,8,1,Highest
58,14,Yes,10,0,Highest
47,12,Yes,12,1,Mid-high
58,13,Yes,6,1,Highest
75,7,No,0,0,Mid-low
55,14,Yes,12,1,Highest
66,14,Yes,8,1,Mid-low
73,12,No,0,0,Lowest
38,14,Yes,6,1,Highest
38,17,No,4,1,Mid-high
31,15,Yes,9,1,Mid-high
23,17,Yes,999,1,Lowest
38,12,Yes,2,1,Highest
49,5,Yes,0,0,Lowest
29,19,Yes,10,1,Highest
33,11,Yes,11,1,Lowest
68,11,Yes,0,1,Mid-low
68,11,Yes,0,1,Mid-low
42,15,Yes,8,1,Mid-high
52,13,Yes,6,1,Highest
25,17,Yes,12,1,Highest
65,15,Yes,6,1,Mid-high
85,6,No,0,0,Lowest
75,11,Yes,3,0,Mid-low
83,8,No,0,0,Mid-low
34,20,Yes,10,1,Mid-high
73,13,Yes,999,1,Mid-low
85,12,Yes,8,1,Mid-low
41,19,Yes,8,1,Highest
74,17,Yes,3,1,Mid-low
76,5,Yes,0,0,Lowest
37,15,Yes,9,0,Highest
65,11,Yes,12,1,Highest
35,17,Yes,3,1,Highest
86,8,No,0,0,Mid-low
42,16,Yes,9,1,Mid-high
63,26,Yes,10,1,Highest
73,16,Yes,9,1,Mid-high
67,9,Yes,8,1,Mid-low
79,7,Yes,999,1,Mid-high
60,12,Yes,4,0,Mid-high
67,13,Yes,7,1,Highest
