age,educ,sex,race,born,income,raclive,afraid
32,12,female,other,no,,yes,1
55,12,female,white,yes,23,yes,0
79,14,female,white,yes,15,yes,1
67,16,female,white,yes,25,,0
46,16,male,white,yes,26,yes,1
40,13,male,white,yes,23,no,1
30,16,male,white,yes,26,,1
66,18,male,white,yes,,yes,0
28,12,female,white,yes,20,no,0
55,18,female,white,yes,22,yes,0
50,18,female,black,yes,18,yes,0
22,14,female,white,yes,16,yes,1
69,12,female,white,yes,19,,0
38,20,female,white,yes,26,yes,0
56,17,male,white,no,26,yes,0
49,16,male,white,yes,19,yes,1
34,16,female,white,yes,22,yes,0
51,16,female,other,yes,,,1
58,15,male,white,yes,18,yes,1
75,16,female,black,yes,16,yes,0
37,17,male,other,no,25,yes,0
40,16,male,white,yes,25,yes,0
,12,female,white,yes,16,no,0
36,18,female,white,yes,17,yes,0
36,16,female,black,yes,8,yes,1
66,18,male,black,yes,8,yes,0
45,16,female,white,yes,22,yes,0
78,16,female,white,yes,,yes,0
65,14,male,white,yes,21,yes,1
35,16,female,white,yes,21,yes,0
,14,female,white,yes,26,,0
29,16,female,white,yes,23,,0
,14,female,white,yes,,yes,0
58,18,male,white,yes,26,yes,0
19,12,female,,yes,,,1
70,14,male,white,yes,20,yes,0
62,12,female,white,yes,12,yes,0
65,16,female,white,yes,21,no,0
,16,male,white,yes,22,,0
74,16,female,white,yes,23,yes,1
40,16,male,white,yes,26,yes,0
55,16,female,white,yes,21,yes,0
,12,male,white,yes,20,yes,1
57,9,female,white,yes,2,yes,1
86,12,male,white,yes,16,yes,0
74,14,male,white,yes,26,no,0
48,18,female,white,yes,24,yes,1
32,13,male,other,no,21,yes,1
67,2,male,other,no,4,yes,1
79,16,male,white,yes,18,yes,0
65,13,female,white,yes,10,no,0
70,12,male,white,yes,9,no,0
81,12,female,white,yes,16,yes,0
73,16,male,other,yes,26,,0
74,20,male,white,yes,19,no,0
27,12,male,white,yes,20,no,0
31,16,female,white,yes,16,yes,0
26,13,male,black,yes,1,yes,1
58,12,female,white,yes,22,yes,0
49,18,female,white,yes,18,yes,1
39,11,male,black,yes,1,,1
41,20,male,white,yes,20,yes,1
67,12,female,white,yes,21,yes,1
30,13,female,white,yes,20,yes,1
,12,female,black,yes,11,yes,1
43,20,female,other,yes,26,yes,1
64,12,female,black,yes,2,yes,0
,14,female,white,yes,23,,0
83,12,male,white,yes,12,yes,0
40,,female,white,yes,22,yes,0
51,19,female,white,yes,20,yes,1
79,14,male,white,yes,23,,0
69,17,male,white,yes,18,yes,0
68,12,male,white,yes,21,yes,0
36,14,female,white,yes,10,yes,0
33,13,female,white,yes,16,no,1
64,12,female,white,yes,,yes,0
80,12,female,white,yes,,yes,0
75,14,male,white,yes,21,yes,0
75,16,female,white,yes,26,yes,0
20,12,female,other,yes,26,,0
,12,male,white,yes,,,0
51,17,female,white,yes,26,yes,1
66,14,female,white,yes,11,no,1
37,16,female,white,no,20,yes,1
42,16,female,white,yes,21,yes,0
,13,,white,yes,22,,0
46,12,female,black,yes,14,yes,1
26,13,male,white,yes,15,yes,1
64,16,female,other,no,23,yes,0
45,14,female,,yes,17,yes,0
67,12,female,white,yes,18,no,0
47,16,female,white,yes,22,no,0
77,12,male,white,yes,19,no,0
83,18,male,white,yes,24,no,0
79,20,male,other,no,26,yes,1
,12,male,white,yes,15,yes,0
62,14,female,white,yes,,,1
31,16,female,white,no,23,yes,1
63,17,female,black,yes,21,yes,0
33,15,male,white,yes,18,yes,0
32,18,female,other,no,3,no,0
67,12,female,white,yes,13,yes,0
45,16,female,white,yes,23,yes,1
55,11,female,white,yes,11,,1
43,12,male,white,yes,20,yes,0
58,12,male,white,yes,15,yes,1
67,16,female,white,yes,24,yes,1
39,18,male,white,no,26,yes,0
71,17,male,white,yes,20,no,0
28,16,male,white,yes,20,,0
47,16,female,other,no,19,no,0
,17,male,white,yes,,yes,1
63,14,female,white,yes,14,yes,0
57,18,male,black,yes,23,yes,0
34,14,male,white,yes,18,,0
69,12,male,white,yes,,,0
29,8,female,white,no,17,yes,1
26,12,male,white,yes,21,yes,1
54,12,male,white,yes,23,yes,0
68,16,female,,yes,15,yes,1
48,12,female,white,yes,18,yes,1
44,16,female,white,yes,8,yes,0
57,12,female,white,yes,21,yes,1
62,14,female,black,yes,15,yes,1
49,20,female,black,yes,20,yes,0
70,18,male,white,yes,20,yes,0
86,12,female,white,yes,18,,1
,18,female,other,no,22,,1
38,3,female,white,no,18,yes,
55,9,female,white,yes,10,yes,0
76,12,male,white,yes,,yes,0
49,14,female,white,yes,16,yes,0
,13,female,white,yes,,,0
56,16,female,white,yes,20,yes,1
48,14,male,white,yes,18,yes,0
60,13,female,white,yes,23,yes,1
45,17,female,white,yes,21,yes,0
61,14,female,white,yes,16,yes,0
,16,,white,yes,16,yes,0
56,12,male,white,yes,22,no,0
25,14,female,other,yes,20,,1
49,20,female,black,yes,22,yes,1
33,17,female,black,yes,20,yes,1
42,11,female,white,yes,8,yes,0
69,16,male,white,yes,21,yes,0
75,17,female,white,yes,15,yes,0
56,18,female,white,yes,19,yes,1
69,18,male,white,yes,18,yes,1
58,16,female,white,yes,,yes,1
62,15,male,white,yes,19,yes,1
63,16,female,white,yes,16,yes,1
,17,female,white,yes,,,0
75,12,female,white,yes,16,no,1
42,16,male,white,yes,20,yes,0
46,14,male,white,yes,21,,0
43,13,female,white,yes,20,no,0
53,14,female,white,yes,14,no,0
,12,,other,,,yes,0
74,18,male,white,no,,no,0
34,16,female,white,yes,20,no,1
36,12,female,black,yes,10,yes,0
69,15,female,white,yes,3,yes,1
74,17,male,white,yes,16,yes,0
50,12,male,white,yes,8,no,0
46,18,female,white,yes,20,yes,1
44,20,female,white,yes,18,yes,0
63,9,female,white,yes,9,no,0
56,15,female,white,yes,26,yes,0
41,20,male,white,yes,20,yes,0
70,18,male,white,yes,21,yes,0
31,16,female,other,no,16,no,1
66,12,female,white,yes,17,yes,0
71,12,male,other,no,23,,0
34,13,female,white,yes,13,yes,0
86,6,male,white,yes,10,yes,1
40,12,female,white,yes,16,no,1
53,12,male,white,yes,11,yes,0
57,16,male,white,yes,,yes,0
77,14,female,white,yes,21,yes,1
53,16,male,white,yes,26,yes,0
59,12,female,white,yes,,yes,1
42,16,male,white,no,26,yes,0
39,16,female,white,yes,22,,1
34,19,female,black,yes,22,yes,0
66,12,male,white,yes,18,yes,0
,14,male,white,yes,21,yes,0
33,14,female,black,no,5,yes,1
62,12,male,black,yes,21,yes,0
23,12,female,white,yes,15,no,1
65,14,female,black,no,22,yes,0
50,13,female,white,yes,,no,0
51,9,male,other,no,,no,0
,17,,,yes,,yes,0
52,18,female,white,yes,22,yes,1
57,19,male,white,yes,26,no,0
24,12,male,white,yes,13,yes,0
,14,male,white,yes,,yes,0
70,19,male,white,yes,23,no,0
65,17,female,white,no,26,yes,0
49,18,male,,yes,21,yes,0
26,18,female,white,yes,18,yes,0
34,19,female,white,yes,21,yes,0
27,12,female,other,yes,13,yes,0
22,15,female,other,yes,23,yes,1
52,11,male,white,yes,20,yes,1
34,16,female,white,yes,16,yes,0
,16,,,,,yes,1
65,10,female,white,yes,8,yes,1
65,12,male,white,yes,15,yes,0
20,12,male,white,yes,20,yes,1
62,12,male,white,yes,22,yes,0
41,16,male,white,yes,21,yes,1
43,16,male,other,yes,23,yes,1
64,13,male,white,yes,21,no,0
35,17,male,white,yes,15,no,0
57,13,female,black,no,21,yes,1
20,14,male,other,no,23,yes,1
30,17,female,white,yes,22,yes,0
30,16,male,white,yes,26,yes,1
38,17,female,white,yes,18,,0
63,14,female,white,yes,19,yes,0
77,17,male,white,yes,20,no,0
28,18,male,white,yes,16,yes,0
35,,female,other,yes,,,0
,,,other,,,yes,1
59,12,female,other,yes,2,yes,0
61,19,male,white,yes,,yes,1
54,19,female,white,no,26,yes,1
71,14,male,white,yes,21,yes,0
33,16,male,other,no,22,no,0
43,12,male,other,yes,18,no,0
45,16,female,white,yes,23,yes,0
41,18,female,black,yes,22,yes,0
61,18,female,white,yes,26,yes,0
71,12,female,white,yes,24,yes,1
60,14,male,white,yes,20,yes,0
40,11,male,other,yes,,,0
,18,female,white,yes,22,yes,1
37,20,female,other,no,26,,1
,17,male,other,yes,22,yes,0
49,12,female,white,yes,18,yes,1
56,15,female,white,yes,22,yes,1
,12,male,white,yes,3,yes,0
54,13,female,white,yes,26,yes,1
42,12,female,white,yes,20,no,1
36,16,female,other,no,,yes,0
74,14,female,other,yes,18,yes,1
68,14,male,white,yes,19,yes,0
83,14,male,white,yes,13,no,0
34,18,female,white,yes,16,yes,0
41,16,female,white,yes,20,yes,0
29,16,female,white,yes,10,no,0
34,17,female,other,yes,21,no,1
26,12,female,other,yes,20,,1
55,14,female,white,yes,18,yes,0
86,12,female,white,yes,10,no,0
56,16,male,white,yes,,yes,0
56,12,male,white,yes,2,yes,1
36,16,male,white,no,22,yes,0
83,16,male,white,yes,16,yes,1
71,12,male,white,yes,18,no,0
55,16,male,white,yes,23,yes,0
59,12,male,white,yes,24,,0
76,10,male,white,yes,,,0
66,12,female,white,yes,,no,1
,16,female,white,yes,12,yes,1
52,14,male,white,yes,19,yes,0
,14,,white,yes,,yes,0
18,12,female,,,,no,0
,9,female,white,yes,12,yes,0
34,12,female,other,no,,yes,1
74,17,male,white,yes,10,yes,0
56,12,male,white,yes,,yes,0
68,16,male,white,yes,20,yes,0
50,14,male,white,yes,18,yes,0
55,14,female,white,yes,26,yes,0
78,13,female,white,no,1,yes,0
24,13,female,white,yes,,yes,1
62,12,male,white,yes,17,yes,0
70,16,male,white,yes,21,yes,0
38,15,male,black,yes,13,yes,1
44,13,female,white,yes,10,no,1
59,12,male,white,yes,20,yes,0
,,,white,,,yes,0
,12,male,white,yes,,yes,0
25,16,female,white,yes,12,yes,0
25,16,,,yes,,,0
74,18,female,white,yes,,yes,1
67,16,male,white,yes,26,yes,1
70,20,male,white,yes,18,yes,0
50,12,male,white,yes,24,yes,0
26,16,female,white,yes,20,yes,1
48,16,male,white,yes,19,no,0
64,13,male,white,yes,15,no,0
36,12,female,white,yes,11,no,0
,,,white,,,yes,0
54,16,female,white,yes,25,yes,1
63,18,female,white,yes,,yes,1
70,12,male,white,yes,9,yes,1
59,9,female,white,yes,18,yes,1
59,12,male,white,yes,12,,0
49,16,female,white,yes,1,yes,0
72,12,male,black,yes,21,yes,1
,13,female,white,yes,,yes,0
82,16,male,white,yes,19,yes,0
44,20,female,white,yes,22,yes,0
62,13,female,white,yes,21,yes,0
74,19,male,white,yes,22,yes,0
78,16,female,white,yes,10,yes,1
36,15,female,black,yes,,yes,0
70,14,male,white,yes,19,no,0
78,6,male,white,yes,18,yes,1
65,12,female,black,yes,9,yes,0
65,14,female,white,yes,21,yes,1
60,16,male,white,yes,26,yes,0
,16,female,black,yes,21,yes,0
70,18,male,white,yes,24,no,0
61,18,male,white,yes,24,yes,0
37,12,male,other,no,26,yes,1
70,14,male,white,yes,19,yes,0
60,16,female,white,yes,,yes,1
30,2,female,black,yes,1,no,0
30,12,male,white,yes,17,yes,1
69,8,male,white,yes,,yes,0
59,12,male,,yes,,yes,0
,12,female,white,yes,13,yes,0
66,16,female,black,yes,17,yes,0
,17,female,white,yes,16,,1
63,18,male,white,yes,26,yes,0
21,12,female,white,yes,6,no,0
65,12,female,white,yes,21,yes,0
67,17,female,white,yes,22,yes,0
,0,,other,,,,0
,12,female,white,yes,,no,0
67,20,female,white,yes,26,yes,0
81,15,female,white,yes,1,no,0
43,19,female,white,yes,17,no,0
,13,female,white,yes,22,no,1
45,16,male,white,yes,11,yes,0
42,12,female,white,yes,12,no,0
30,12,female,white,yes,14,,1
,14,male,white,yes,22,yes,1
66,13,female,white,yes,19,yes,1
57,19,male,white,yes,26,yes,1
40,14,male,white,yes,20,yes,0
70,17,female,white,yes,22,yes,0
79,16,female,white,yes,15,yes,1
78,11,female,white,yes,17,yes,1
57,12,female,white,yes,,yes,0
62,16,male,white,yes,23,no,0
53,12,female,white,yes,21,yes,0
41,16,female,white,yes,26,yes,1
69,16,female,white,yes,20,yes,1
56,17,female,black,yes,20,yes,0
64,16,male,white,yes,26,yes,0
60,15,female,black,yes,20,yes,1
66,13,male,other,yes,13,no,0
58,18,female,white,yes,21,yes,1
62,16,female,white,yes,20,yes,0
68,12,male,white,yes,20,yes,0
55,12,female,white,yes,,yes,1
,16,female,white,yes,26,yes,1
78,14,male,white,yes,2,no,0
39,16,female,black,yes,25,yes,0
51,14,male,other,no,24,yes,0
75,18,female,white,yes,20,yes,1
25,17,female,white,yes,23,yes,1
60,20,female,white,yes,1,no,0
50,12,female,black,no,,,0
89,12,female,white,yes,12,,0
44,13,female,black,yes,2,yes,0
63,16,female,black,no,,,1
46,18,male,white,yes,26,yes,0
53,17,female,black,yes,21,yes,0
34,14,female,white,yes,12,yes,1
54,11,female,black,yes,12,no,1
28,12,male,white,yes,17,yes,0
35,14,male,white,no,20,yes,0
55,12,male,white,yes,,no,0
34,17,female,white,no,18,yes,0
72,18,female,white,yes,20,,0
,16,male,white,yes,,yes,0
,13,,black,no,,yes,0
66,20,male,white,yes,26,yes,0
66,16,male,white,yes,,yes,0
52,,,black,,1,,0
23,16,male,black,no,,no,1
42,16,female,black,yes,17,no,1
27,16,female,black,yes,20,yes,1
39,18,female,black,no,24,yes,0
64,15,male,other,no,20,yes,0
32,16,female,white,yes,18,yes,0
,,,other,,,yes,1
49,15,male,other,yes,26,yes,0
53,14,male,white,yes,20,yes,0
40,19,female,white,yes,26,yes,0
55,16,female,white,yes,21,no,0
45,18,female,white,yes,14,yes,0
81,14,male,white,yes,20,yes,0
68,13,male,white,yes,16,yes,0
67,14,male,white,yes,25,yes,0
24,17,male,white,yes,5,yes,0
70,16,female,white,yes,22,no,0
44,8,female,white,yes,17,yes,1
70,12,female,white,yes,14,,0
39,16,female,white,yes,1,,0
70,12,male,white,yes,16,yes,0
41,16,female,other,yes,19,yes,0
67,17,male,black,yes,20,yes,0
78,7,male,white,yes,20,yes,0
,12,female,white,yes,,yes,0
54,16,female,white,yes,21,yes,0
71,18,male,white,yes,22,yes,1
58,16,male,other,no,25,yes,0
67,13,male,white,yes,19,yes,0
78,20,male,white,yes,22,,0
41,16,female,white,yes,21,yes,1
42,12,male,white,yes,1,no,0
41,15,female,white,yes,,yes,0
79,14,female,white,yes,21,yes,0
59,15,female,white,yes,12,yes,1
60,16,female,white,yes,21,no,0
71,14,male,white,yes,21,no,0
,17,female,black,yes,26,yes,0
55,18,female,white,yes,26,yes,0
,18,male,white,yes,23,no,1
76,19,male,white,yes,21,yes,0
29,17,male,white,yes,24,no,0
31,16,male,white,yes,19,yes,0
43,13,female,other,yes,2,yes,1
75,12,female,black,yes,17,yes,1
37,14,male,black,yes,3,,0
61,14,female,white,yes,23,,0
,13,male,white,yes,26,yes,0
66,9,male,white,yes,19,yes,0
48,14,female,white,yes,20,yes,1
35,12,male,white,yes,22,yes,0
71,18,female,black,yes,,yes,1
57,12,female,white,yes,1,yes,1
58,12,female,black,yes,20,yes,0
41,17,female,other,no,19,no,0
77,13,female,white,yes,,,1
74,13,male,white,yes,22,yes,0
49,20,male,white,yes,26,yes,0
53,13,female,white,yes,10,yes,
64,16,female,white,yes,18,,0
67,14,male,white,yes,24,yes,0
85,12,female,white,yes,12,yes,1
58,12,female,black,yes,14,yes,0
66,14,male,other,yes,20,yes,1
62,16,male,white,yes,24,yes,0
63,16,female,black,yes,19,yes,0
47,10,male,white,yes,20,yes,0
,16,male,white,yes,,yes,0
63,20,male,white,yes,19,yes,0
48,16,female,white,yes,21,yes,0
28,15,female,white,yes,,yes,1
33,20,female,white,yes,21,yes,1
,18,,white,yes,,yes,0
83,12,female,white,yes,19,yes,1
48,9,female,black,yes,14,yes,1
62,14,male,white,yes,23,yes,0
75,16,female,white,yes,18,yes,1
64,14,female,white,yes,9,yes,1
33,16,female,white,yes,23,yes,0
58,12,female,white,yes,14,,0
73,19,female,white,yes,16,yes,0
21,1,male,white,no,2,yes,1
86,9,female,white,yes,,no,1
45,14,female,black,yes,9,yes,1
72,16,male,white,yes,16,yes,0
49,8,female,white,yes,16,yes,1
44,11,female,white,yes,18,yes,1
,20,male,black,no,25,yes,0
44,12,male,black,yes,13,yes,1
36,17,female,black,yes,18,yes,1
40,12,female,black,yes,19,yes,1
51,12,female,black,yes,15,yes,1
67,12,male,white,yes,21,yes,1
63,6,male,black,yes,3,yes,0
70,16,female,white,yes,23,yes,0
64,17,male,white,yes,20,yes,1
55,14,female,white,yes,15,yes,0
59,16,male,white,yes,22,,0
81,13,female,white,yes,18,yes,1
,16,female,other,yes,18,yes,1
61,14,male,black,yes,19,no,1
56,14,male,black,yes,,yes,0
35,18,female,white,yes,22,yes,1
34,19,male,white,yes,22,yes,0
71,19,male,white,yes,16,yes,0
68,19,female,white,yes,22,no,1
73,14,female,black,yes,17,yes,1
49,14,female,white,yes,12,yes,0
35,12,male,black,yes,15,yes,1
79,12,female,white,yes,19,no,1
20,9,male,white,yes,21,,1
86,19,male,white,yes,15,no,0
75,11,female,black,yes,14,yes,0
62,14,female,white,yes,11,yes,0
68,16,male,other,yes,23,yes,0
29,16,female,white,yes,22,yes,0
69,16,male,white,yes,19,yes,0
39,20,female,white,no,26,yes,0
55,13,male,white,yes,13,no,0
24,13,female,black,yes,19,yes,1
48,16,female,white,yes,21,no,1
31,16,female,white,yes,25,yes,1
30,,,other,,1,,1
46,14,male,black,yes,19,yes,0
24,13,female,other,yes,11,yes,1
70,16,male,white,yes,21,yes,0
72,12,male,white,yes,10,yes,0
42,15,female,white,yes,19,yes,1
28,14,female,other,no,18,yes,1
86,20,male,other,no,11,,0
65,16,female,white,yes,22,yes,1
24,17,male,black,yes,15,yes,0
62,16,male,white,yes,20,yes,0
25,13,female,,yes,5,yes,0
52,12,female,white,yes,,yes,1
28,16,male,white,yes,18,yes,0
50,12,female,white,yes,19,yes,0
70,12,male,white,yes,22,yes,0
32,16,male,other,no,13,yes,0
36,12,female,white,yes,18,yes,1
42,12,female,white,yes,10,yes,0
70,16,male,white,yes,18,no,0
84,19,female,black,yes,22,yes,1
42,14,female,black,yes,1,yes,1
31,17,male,white,yes,17,yes,0
76,12,female,white,yes,17,no,0
,16,female,white,yes,20,yes,0
79,20,male,white,yes,14,yes,0
70,19,male,white,yes,20,yes,0
51,12,male,white,yes,23,yes,0
23,17,male,white,yes,22,yes,1
39,16,male,white,yes,23,yes,0
69,16,female,white,yes,13,yes,1
59,19,female,white,yes,25,,0
58,18,female,white,yes,15,yes,0
80,16,male,white,yes,,yes,0
68,18,male,white,yes,22,yes,1
58,14,female,white,yes,20,,0
,16,,white,yes,25,yes,0
21,12,male,other,no,,yes,0
44,16,male,white,yes,21,yes,0
71,18,male,white,no,19,yes,0
59,16,female,other,no,20,yes,0
20,14,male,white,no,14,yes,0
34,12,female,white,yes,16,yes,0
56,14,male,white,yes,20,yes,0
35,17,male,white,yes,23,yes,1
38,16,female,white,yes,22,yes,0
60,12,female,white,yes,18,yes,1
42,12,female,black,yes,20,yes,0
57,14,female,black,yes,21,yes,1
70,16,female,white,yes,16,yes,0
57,18,female,white,yes,25,yes,0
78,17,male,white,no,,yes,0
76,12,female,white,yes,15,yes,1
72,19,male,white,yes,26,yes,0
56,20,female,white,yes,25,yes,1
29,12,female,black,yes,21,yes,1
59,20,male,white,yes,26,yes,0
33,14,female,white,yes,20,yes,1
57,17,female,white,yes,20,yes,1
35,16,male,white,yes,26,yes,1
31,10,male,white,yes,16,yes,1
22,14,female,white,yes,,,1
62,12,female,white,yes,21,,0
41,12,female,white,yes,,,0
84,16,male,white,yes,26,yes,1
36,20,male,other,yes,23,yes,0
33,16,female,white,yes,,yes,1
41,17,female,white,yes,25,yes,1
19,10,male,white,yes,26,yes,1
32,16,male,white,yes,25,yes,0
67,16,female,white,yes,20,yes,1
53,20,male,black,yes,26,yes,1
28,13,male,other,no,20,no,1
39,12,female,white,no,,yes,0
25,15,female,white,yes,22,yes,1
78,14,male,white,yes,12,yes,1
67,17,female,black,yes,19,yes,0
72,12,female,other,yes,8,yes,0
28,14,male,white,yes,,yes,0
40,15,male,white,yes,,yes,0
80,20,male,white,yes,20,yes,1
86,17,male,white,yes,16,no,1
42,16,female,white,yes,24,yes,1
60,14,male,white,yes,21,yes,0
,16,male,white,yes,20,yes,0
67,12,male,black,yes,,yes,1
80,16,male,white,yes,21,yes,0
58,14,male,white,yes,15,yes,0
23,15,female,other,no,18,yes,1
68,12,female,black,yes,8,yes,1
41,15,female,,yes,21,yes,1
36,12,female,white,yes,7,yes,0
29,18,female,white,yes,23,yes,1
56,16,female,black,yes,17,yes,1
21,12,male,white,yes,17,,0
68,12,male,white,no,13,,0
68,17,male,white,yes,22,yes,1
36,16,male,other,no,20,yes,0
35,20,male,white,yes,26,yes,0
59,16,male,white,yes,22,yes,0
81,,female,white,yes,,,1
60,19,male,white,yes,23,yes,0
,20,male,,yes,,no,0
40,17,female,white,yes,20,yes,1
53,10,female,white,yes,3,yes,0
,15,female,white,yes,2,,0
25,16,male,white,yes,16,yes,0
67,11,male,white,yes,20,yes,0
69,19,female,white,yes,26,yes,0
57,15,male,white,yes,9,yes,1
,18,female,other,no,21,yes,0
38,16,male,white,yes,20,yes,0
39,18,male,white,yes,19,yes,1
42,15,female,white,yes,15,,1
85,15,female,white,yes,16,yes,0
72,16,female,white,yes,19,no,0
59,14,female,white,yes,14,yes,1
83,14,female,white,yes,20,yes,1
62,12,male,white,yes,24,yes,0
65,12,male,black,yes,20,yes,1
73,18,female,white,yes,21,yes,0
67,12,male,white,yes,10,yes,0
76,12,male,white,yes,21,,
33,14,female,white,no,17,yes,0
30,10,male,other,yes,14,no,0
73,12,female,white,yes,17,no,0
63,16,male,white,yes,,yes,0
49,16,female,black,yes,19,yes,0
22,14,female,white,yes,9,yes,0
,18,female,white,yes,,yes,1
50,15,female,white,yes,21,yes,1
57,20,male,white,yes,22,yes,0
74,12,male,white,yes,12,yes,0
61,14,female,black,yes,22,yes,1
32,17,male,white,yes,16,,0
31,15,male,other,no,20,yes,0
56,16,male,white,yes,18,yes,0
53,16,female,white,yes,22,yes,0
65,12,female,white,yes,16,yes,0
34,13,male,white,yes,21,,0
37,12,male,white,yes,,yes,0
43,17,male,,yes,22,yes,0
,13,female,white,yes,20,,0
61,12,female,white,yes,21,yes,1
37,16,female,white,yes,21,yes,0
58,20,female,white,yes,22,yes,1
29,18,female,black,yes,19,yes,1
33,15,male,white,yes,19,yes,0
73,18,male,white,yes,26,yes,1
71,16,female,white,yes,10,yes,1
45,12,male,white,yes,20,yes,0
38,20,female,white,yes,25,yes,0
63,12,male,white,yes,13,yes,0
24,17,female,white,no,10,yes,1
41,10,female,black,yes,16,yes,1
75,18,male,white,yes,21,yes,0
36,14,female,white,yes,16,yes,1
61,13,female,white,yes,8,yes,0
81,10,female,white,no,13,yes,0
38,17,male,white,yes,22,yes,0
40,12,male,white,no,18,yes,1
70,17,female,white,yes,,,0
62,19,female,white,yes,18,yes,1
44,16,female,other,no,24,yes,1
67,13,female,white,yes,22,no,0
23,12,male,white,yes,,yes,0
63,13,male,white,yes,18,no,0
50,15,female,white,yes,22,,0
69,13,male,white,yes,18,,0
50,13,female,white,yes,13,yes,0
38,13,female,white,yes,,yes,1
32,11,female,white,yes,12,no,0
36,16,male,white,yes,20,yes,1
78,20,female,white,yes,19,yes,1
62,20,female,white,yes,26,no,0
60,16,female,white,yes,22,yes,1
60,15,female,black,yes,19,yes,0
47,16,female,white,yes,23,yes,1
60,12,male,black,yes,25,yes,0
71,16,female,white,yes,,yes,1
68,13,female,black,yes,10,yes,1
,12,female,white,yes,14,no,0
18,13,female,white,yes,20,no,1
46,14,female,black,yes,21,yes,0
83,16,female,white,yes,25,yes,0
75,16,male,black,yes,22,yes,0
43,15,male,other,yes,20,no,1
,,male,white,no,,,0
65,14,female,white,yes,26,yes,1
19,14,female,white,yes,26,yes,0
82,10,male,white,no,,yes,0
52,18,female,white,yes,26,yes,0
25,17,male,white,yes,20,,1
81,20,male,white,no,20,yes,0
57,12,female,black,yes,14,yes,1
52,14,female,white,yes,19,yes,0
19,12,female,white,yes,,yes,0
58,12,male,white,yes,8,yes,1
63,13,male,black,yes,9,yes,1
26,16,male,white,yes,21,yes,1
46,12,female,black,no,19,yes,1
,,,white,,,yes,0
83,18,male,white,yes,,yes,0
72,14,female,black,yes,18,yes,1
44,16,female,white,yes,,no,0
74,16,male,white,yes,10,yes,0
,18,female,white,yes,23,yes,0
68,12,female,white,yes,25,yes,0
47,16,female,black,no,23,no,1
30,16,female,other,yes,21,yes,1
42,15,female,white,no,18,yes,1
22,12,male,other,yes,,,0
35,18,female,white,yes,20,yes,0
47,11,male,white,yes,19,yes,1
,20,female,white,yes,26,yes,1
32,16,female,white,yes,20,yes,0
,12,male,white,yes,,yes,0
29,20,male,white,yes,16,yes,0
67,14,female,white,yes,16,yes,1
57,13,male,black,yes,9,yes,0
51,12,male,other,yes,21,yes,1
73,19,female,white,yes,20,yes,0
44,20,male,white,yes,26,yes,0
45,16,female,white,yes,19,yes,1
38,20,female,other,yes,14,,1
35,15,male,white,no,19,,0
22,11,female,black,yes,20,yes,1
65,20,female,white,yes,,yes,0
30,14,male,black,no,11,yes,1
56,13,female,white,yes,,yes,0
,17,male,black,no,18,yes,1
,16,male,other,no,16,yes,1
,16,female,black,yes,18,yes,1
60,18,female,white,yes,16,no,0
57,18,male,white,yes,18,yes,0
51,18,female,white,yes,26,yes,0
54,14,male,other,no,18,yes,0
61,12,male,white,yes,21,yes,0
26,16,female,other,yes,10,yes,1
51,16,male,white,yes,19,yes,0
84,15,male,white,yes,19,no,0
46,12,female,white,yes,20,yes,0
65,13,female,white,yes,26,yes,0
79,12,female,black,yes,,yes,0
51,12,male,white,yes,21,yes,0
56,12,male,white,yes,19,yes,0
56,17,female,white,yes,23,yes,0
40,19,male,white,yes,26,yes,0
22,14,female,white,no,12,no,1
,13,female,white,yes,,yes,
23,12,male,other,yes,18,yes,0
54,20,female,white,yes,26,yes,1
26,15,male,white,yes,,yes,0
58,14,female,white,yes,20,yes,1
53,18,female,white,yes,26,no,0
36,14,male,other,yes,20,no,0
57,13,female,other,yes,11,yes,0
74,14,female,white,yes,21,yes,0
89,20,female,white,yes,19,yes,0
76,20,male,white,yes,23,,0
79,16,male,white,yes,26,yes,0
67,20,female,white,yes,19,yes,1
38,15,male,white,yes,20,yes,1
47,14,male,white,yes,18,yes,1
59,8,female,white,yes,7,yes,1
48,12,male,black,yes,22,yes,0
72,14,male,white,yes,20,no,0
51,16,female,white,yes,17,yes,1
59,14,female,white,yes,20,,0
51,20,male,white,yes,26,yes,1
33,12,female,white,no,19,yes,1
40,11,female,other,no,11,yes,0
37,11,female,black,no,19,yes,0
19,12,male,other,yes,1,yes,0
51,19,male,white,yes,26,yes,0
49,18,male,black,no,23,yes,0
73,16,female,white,yes,26,yes,0
74,17,female,white,yes,16,yes,0
68,15,male,white,yes,22,yes,0
63,16,female,white,yes,21,no,0
30,15,female,black,yes,12,yes,0
,12,female,black,yes,18,yes,0
56,15,male,white,yes,23,yes,0
76,17,female,white,yes,26,yes,0
80,13,female,white,yes,10,yes,1
,18,male,other,no,21,yes,0
76,18,male,black,yes,6,yes,0
41,14,female,white,yes,,yes,0
31,18,male,white,yes,21,yes,1
84,16,male,black,yes,23,yes,1
68,14,female,black,yes,16,yes,0
30,16,female,white,yes,18,yes,0
31,12,female,black,yes,,yes,1
54,14,male,white,yes,26,yes,0
78,16,female,white,yes,,yes,1
68,20,male,white,yes,21,no,0
47,12,male,other,no,26,yes,0
41,17,female,white,no,15,yes,1
65,16,male,other,no,18,yes,0
31,14,female,white,yes,2,yes,1
