Sserial,Sex,Age,Married,Children,Education,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
290176,1,77,2,2,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,2.4,3.5,0.391911862
290180,1,70,4,2,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,3,4,2.666666667,0.446564416
290183,2,71,2,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,0.591617321
290185,2,66,3,2,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.8,4.166666667,0.528963062
290189,2,70,1,1,2,-1,1,3,5,2,2,5,4,4,5,2,-1,-1,-1,-1,1,2.6,3.5,2.218359505
290197,1,66,1,2,2,-1,3,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,0.846769545
290203,1,72,1,2,3,-1,5,3,4,2,3,4,2,5,2,2,-1,-1,-1,-1,1,1.6,4.166666667,0.772131454
290204,2,74,1,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,1,1,4,4.166666667,0.778162331
290213,2,73,3,2,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,1,4,3.333333333,0.507886334
290221,1,82,3,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,1,-1,-1,0.339540194
290225,1,77,3,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,4.166666667,0.513453597
290233,1,76,1,1,3,-1,1,3,4,4,3,4,2,4,2,1,-1,-1,-1,-1,1,3.4,3.5,1.076494322
290237,1,68,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,5,4,2,1.4,2.666666667,0.76528733
290239,1,71,1,2,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,1,3.6,3,0.655114579
290240,2,70,1,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,1.32872431
290248,1,82,2,2,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,2,2.6,3,0.530986857
290252,1,77,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,8,3,3.666666667,0.793639258
290253,1,65,3,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,3.8,3.666666667,0.39402766
290255,2,79,1,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,1,2,3.666666667,1.255457056
290257,1,85,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,2.2,4,0.644429041
290258,2,68,3,2,4,5,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,3,1,3.4,2.666666667,0.596792469
290259,1,67,3,2,3,-1,5,3,3,2,3,4,2,2,2,3,-1,-1,-1,-1,8,2.6,2.833333333,0.397416256
290261,1,76,1,2,3,1,4,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2,2.666666667,0.979860478
290262,1,81,2,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,3,1,4,3.333333333,0.465487702
290267,1,68,1,1,3,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,2,1.8,3.833333333,1.483371331
290274,2,82,1,2,3,-1,1,3,2,4,2,4,1,3,2,1,-1,-1,-1,-1,1,1.4,4.5,1.160776785
290275,1,69,4,2,2,4,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,-1,-1,0.398849846
290276,2,72,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,0.645040137
290278,2,75,2,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,4,2,2.5,0.600632143
290285,1,71,1,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.4,4,0.906109376
290288,1,82,2,2,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,1,4,2,4.666666667,0.502857547
290292,1,75,2,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,3.4,3.833333333,0.3474114
290293,1,73,3,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,3,1,3.4,5,0.406575775
290297,2,66,1,2,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2.4,3.833333333,0.965657896
290308,1,76,3,2,4,4,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,0.463572083
290313,2,77,1,2,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,1.721961743
290318,1,71,4,2,4,3,4,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,5,0.362527899
290319,1,69,4,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,5,-1,-1,0.463822441
290320,2,70,3,2,4,-1,2,8,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5,-1,-1,0.702912872
290321,1,83,1,2,4,-1,4,3,3,1,2,5,3,3,2,3,-1,-1,-1,-1,3,2.6,3.833333333,0.791867215
290328,1,71,3,2,4,-1,4,1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,5,1,4.166666667,0.490059809
290336,2,74,3,2,4,3,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,2.2,5,0.571383863
290341,2,83,3,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,1,2,1.2,4.666666667,0.789438924
290344,1,73,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,1,2,2,4.666666667,0.429921859
290347,1,66,3,2,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,0.430042376
290348,2,69,3,2,4,3,5,8,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,1,2,2.666666667,0.615974974
290349,1,79,3,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,1,4,3.666666667,0.638553734
290353,1,84,4,2,4,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,1.75,9,0.492808601
290354,1,72,3,2,2,-1,3,3,4,2,8,8,8,4,3,4,-1,-1,-1,-1,3,2.4,4.166666667,0.439211567
290355,1,82,1,1,4,-1,3,1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.4,4,1.053529713
290364,2,70,1,2,3,5,1,1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.4,3.833333333,1.344498217
290365,2,73,2,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,1,3,2.2,3.333333333,0.744955214
290366,1,82,1,2,1,-1,1,3,3,2,4,3,2,4,2,2,-1,-1,-1,-1,1,4,4.666666667,0.714197281
290369,1,73,1,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,1,3.4,3.666666667,0.752300673
290370,1,67,1,1,8,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,1.718141878
290372,1,76,3,2,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,0.443480382
290375,2,79,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,3.4,2,0.913744462
290378,1,68,2,2,4,-1,1,3,4,2,4,4,2,5,8,4,-1,-1,-1,-1,1,3,3.833333333,0.501707858
290379,2,80,3,2,4,-1,5,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,0.597526365
290383,2,74,3,2,2,2,4,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,1.8,4.166666667,0.555012595
290394,2,82,1,2,4,-1,5,3,2,3,2,4,4,3,3,3,-1,-1,-1,-1,2,2.6,4,1.603148063
290395,2,70,3,2,3,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,4,2,2.8,3.333333333,0.500223507
290397,1,74,1,2,1,3,8,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,1.8,4.333333333,0.717662907
290398,2,65,3,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.4,3.5,0.514883938
290400,2,69,2,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.8,3.5,0.451936569
290401,2,76,1,2,3,-1,5,3,2,2,2,3,2,3,3,3,-1,-1,-1,-1,2,1.6,4.166666667,1.11672183
290405,2,69,2,1,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,1.4,2.666666667,1.180824923
290409,2,75,1,2,3,-1,2,1,2,4,1,4,2,2,4,3,-1,-1,-1,-1,1,3,4.166666667,0.922296715
290413,2,85,1,2,1,-1,1,3,4,2,4,2,2,4,2,1,-1,-1,-1,-1,5,2.8,3.333333333,0.870450214
290414,1,78,1,2,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,5,4,5,2.4,3.666666667,0.969822172
290424,1,80,1,1,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,2.8,4.166666667,1.404420397
290425,1,76,1,2,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,4,4,4,2,1.6,2,1.043086718
290426,2,75,3,2,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,0.611190935
290431,2,66,1,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,2.8,3.333333333,1.216953075
290433,2,76,3,2,3,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3.2,3.5,0.547789935
290435,1,83,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,3,3.4,2.166666667,0.875441046
290440,1,79,3,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,8,-1,-1,-1,2,-1,-1,0.521005617
290441,1,75,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,2,3,4,1,5,2.833333333,0.927811709
290443,1,74,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,3,4,2,2,1.5,0.846183017
290460,2,74,2,2,4,3,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.4,4.166666667,0.702166867
290461,2,85,3,2,4,-1,5,3,2,2,2,4,2,2,2,2,-1,-1,-1,-1,1,2.2,3.5,0.515570246
290467,2,78,1,1,4,-1,2,3,4,2,2,4,2,4,3,4,-1,-1,-1,-1,1,3,3.833333333,1.701030563
290468,1,67,4,2,4,4,2,3,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,2,2,2.4,4,0.453922642
290472,2,68,2,2,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,4,1.4,5,0.794958174
290473,2,84,2,2,2,5,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,3.4,3.166666667,0.556932238
290476,2,74,3,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,3,5,3,1,3.6,3.333333333,0.488638638
290482,1,79,1,2,2,-1,1,2,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,5,1.6,4.166666667,0.761178612
290499,1,66,1,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,2.4,3.666666667,1.023875661
290500,1,72,2,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3.2,4.5,0.476895878
290502,2,69,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2.2,4,0.517996911
290504,1,78,4,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,5,2,2,9,9,0.408888075
290510,1,81,1,1,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,1.6,3.333333333,1.378895723
290517,2,70,3,2,4,-1,5,1,2,2,2,4,4,3,4,4,-1,-1,-1,-1,1,2.2,4.5,0.58531446
290519,2,67,1,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,2,-1,-1,2.353214356
290520,2,69,3,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,1,2,2.4,3.333333333,0.585510653
290528,1,67,3,2,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,2,2,1.4,3,0.583131304
290532,2,80,3,2,2,-1,1,3,4,2,2,3,2,8,8,4,-1,-1,-1,-1,1,2.6,3.333333333,0.534665351
290535,2,75,3,2,4,3,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2.2,4.833333333,0.546325355
290538,2,79,3,2,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,2,3,2.6,3.333333333,0.633801343
290540,1,66,1,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,4,4,0.847698706
290541,2,71,1,2,2,-1,1,3,3,2,3,3,3,3,2,4,-1,-1,-1,-1,2,3,3,0.953710508
290542,1,71,1,2,3,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,1.030849084
290546,2,75,1,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,3.4,3,0.943702612
290547,2,85,3,2,2,-1,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,4,2,1,2,4.166666667,0.522431199
290550,1,81,2,2,3,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,1,3,3.333333333,0.337621208
290551,1,70,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.8,3.333333333,1.080543381
290565,1,74,4,2,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,3,3.333333333,0.378755862
290567,1,82,1,2,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.2,3.166666667,0.838625696
290571,1,67,2,2,4,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,2.8,4.833333333,0.447116317
290575,2,77,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,9,5,1,1,1.4,3.666666667,1.024459946
290590,2,70,3,2,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,2,2.4,3.5,0.58531446
290594,2,65,3,2,3,-1,2,3,5,2,4,2,2,5,2,3,-1,-1,-1,-1,2,3.2,2.5,0.557418484
290597,2,65,1,2,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2,4,0.985382049
290598,2,71,1,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,1,3.2,3.5,1.058602567
290599,1,84,2,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,1,1,2.8,4.833333333,0.458608139
290608,2,73,4,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,1,1.6,3.5,0.68742279
290609,1,83,1,2,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,1.4,4,0.748652589
290612,2,68,1,2,4,-1,1,2,2,2,2,4,2,1,1,3,-1,-1,-1,-1,1,1,4.666666667,1.417891366
290613,1,73,1,2,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,3,3,0.719216976
290615,2,76,1,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,1.025431355
290616,1,84,2,2,2,3,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,1,2,4.166666667,0.388245594
290632,1,73,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.318313814
290634,2,79,3,2,2,-1,1,3,3,2,4,4,2,4,3,3,-1,-1,-1,-1,2,3.2,3.166666667,0.524199142
290639,2,75,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,1.4,3.666666667,1.316911097
290649,2,68,3,2,4,4,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,4,1,2.8,3.666666667,0.564500431
290652,2,83,1,2,3,-1,1,3,4,1,4,2,2,5,2,1,-1,-1,-1,-1,2,1.4,4.166666667,0.904816304
290653,1,72,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,3,1.6,2.666666667,1.277692217
290654,1,70,4,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,2,2,3.666666667,0.432335099
290656,2,66,2,2,4,-1,2,3,3,2,2,4,4,4,2,4,-1,-1,-1,-1,4,1.6,3.666666667,0.595474985
290658,1,65,1,2,4,-1,5,3,4,3,3,9,3,4,4,2,-1,-1,-1,-1,2,3.2,3.5,0.874784258
290659,2,67,2,2,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,5,2.2,2.5,0.524821458
290660,2,75,3,2,4,-1,1,1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,0.52432879
290668,2,65,4,2,4,-1,5,3,2,3,2,5,4,3,3,1,-1,-1,-1,-1,5,2.2,3.166666667,0.558650194
290670,1,76,4,2,4,5,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,9,9,2,1,3.6,4.166666667,0.64245678
290673,2,69,3,2,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,9,9,1,5,2.4,2.833333333,0.63491714
290680,1,72,1,2,4,-1,1,3,4,2,4,2,2,3,3,1,-1,-1,-1,-1,1,3,4,0.771254137
290682,2,84,1,2,8,-1,2,3,9,9,9,9,9,8,8,4,-1,-1,-1,-1,3,1,4.666666667,1.056841202
290685,2,71,2,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,0.569872081
290696,1,79,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,9,9,4,1,4.6,2.833333333,0.751125372
290700,1,66,1,2,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,1,3,4.166666667,0.930975405
290703,2,83,3,2,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,0.567813234
290707,2,77,3,1,1,-1,1,3,4,2,2,2,1,4,2,1,-1,-1,-1,-1,2,3,2.5,0.986425575
290713,2,68,3,1,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,1.457096395
290716,2,80,1,2,3,-1,2,3,4,2,2,4,4,4,4,2,-1,-1,-1,-1,1,2.8,4.833333333,1.077125266
290720,1,67,1,2,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,1,1,3.2,4,0.723396031
290725,1,72,1,2,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,5,5,1,2,1,3.333333333,0.932746675
290727,2,80,2,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,4,5,2,3.2,2.333333333,0.491503149
290730,2,82,3,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,0.455014607
290731,2,79,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,2,2.8,2.5,0.519165945
290733,1,83,4,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,1.4,2.333333333,0.458682693
290735,1,85,3,2,4,2,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,1.8,3.833333333,0.44042076
290739,1,67,2,2,4,-1,3,3,1,5,1,5,5,3,3,4,-1,-1,-1,-1,5,2.8,4.666666667,0.530156122
290741,1,72,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,8,4,3,3.166666667,0.765403553
290744,1,81,3,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,2,2,3,5,0.435875628
290745,2,79,2,2,1,-1,1,3,3,2,2,4,2,3,3,2,-1,-1,-1,-1,1,3,3.666666667,1.728946541
290746,2,72,1,2,4,2,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,2,3.2,4,1.172848984
290749,2,85,3,2,2,-1,3,3,3,4,2,3,2,3,4,3,-1,-1,-1,-1,1,3.8,3,0.385286604
290753,2,71,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,4,8,2,3.166666667,1.049486612
290755,1,66,3,2,4,-1,1,3,3,3,2,4,2,3,3,1,-1,-1,-1,-1,1,2,4.166666667,0.369558621
290758,2,67,2,2,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,0.57631728
290762,1,72,2,2,2,-1,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.6,3.833333333,0.500672612
290768,1,66,3,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,1.2,4.333333333,0.456416859
290769,1,75,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,3.2,2.833333333,0.849971234
290770,2,85,3,2,4,5,2,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,2,3.4,3.5,0.556072022
290771,2,73,3,2,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,3,2,2.4,3.833333333,0.702912872
290777,2,80,3,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,2,2.4,3.333333333,0.512254076
290781,2,81,3,2,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,2.4,3.666666667,0.618687514
290782,1,81,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,2,2,2.666666667,0.695097726
290783,1,79,3,2,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.4,3.5,0.463175944
290786,2,72,3,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2.2,3.5,1.110766939
290792,1,81,1,2,4,-1,8,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,1.348890217
290797,2,71,1,2,2,-1,1,2,3,3,2,3,3,3,3,3,-1,-1,-1,-1,5,2.2,3.5,0.927944259
290798,1,66,1,2,1,-1,1,3,2,2,2,2,2,3,2,1,-1,-1,-1,-1,1,2.4,4,0.910465163
290801,1,70,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,5,1,9,9,1,1,1,4.5,0.764868481
290802,1,79,2,2,4,5,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,-1,-1,0.475188213
290804,2,75,1,2,4,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,8,1,2,3.5,1.457096395
290808,1,77,4,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,2.6,3,0.47945223
290822,1,68,1,2,4,-1,4,2,-1,-1,-1,-1,-1,-1,-1,5,1,9,9,1,4,2,4,0.876163684
290826,2,83,1,2,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,2,4,2.2,3.333333333,1.364031787
290827,2,72,1,2,8,-1,5,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.8,3.833333333,1.278200516
290829,1,67,1,2,4,3,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,9,2,1.2,4.833333333,0.857058713
290831,2,73,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,1,2,4,0.65368184
290832,1,80,2,2,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,0.562963772
290833,2,72,2,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,4,3,2.4,3,0.688859321
290835,2,65,2,2,4,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,3.833333333,0.637860733
290837,2,80,1,2,3,-1,2,3,3,2,4,3,2,3,3,2,-1,-1,-1,-1,3,2.2,3.666666667,1.246102001
290840,2,73,2,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,2,1,3.4,3.833333333,1.883009664
290841,1,84,1,2,4,-1,2,3,4,2,2,3,2,4,2,2,-1,-1,-1,-1,1,2.6,4.166666667,0.845831719
290846,2,84,1,2,4,2,3,1,-1,-1,-1,-1,-1,-1,-1,2,1,9,9,3,1,4,3.5,1.194031567
290847,2,68,2,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2,3.666666667,1.122401872
290849,2,82,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,1,5,3,1,2.2,3.666666667,1.290235496
290850,1,74,3,2,3,-1,4,1,5,1,2,1,1,5,1,3,-1,-1,-1,-1,1,1.6,4.666666667,0.425034481
290851,2,71,2,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,4,2.8,2.666666667,0.57268088
290853,2,81,4,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,0.540652586
290860,1,82,4,2,1,-1,1,3,4,4,8,2,2,4,2,2,-1,-1,-1,-1,1,2.4,2.5,0.541587588
290862,1,76,1,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,2.4,3.666666667,0.798975508
290869,1,69,2,2,3,2,8,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,2,2,3.666666667,0.552243994
290875,2,78,3,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,4.4,4.666666667,0.539862126
290879,2,71,1,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,4,3.5,1.077526395
290886,1,65,2,2,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.2,3.5,0.494235924
290887,1,79,1,2,1,-1,1,3,2,1,4,4,2,9,9,1,-1,-1,-1,-1,1,2.8,3.666666667,0.756330465
290889,2,66,1,2,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,4,1.8,2.666666667,1.152634561
290891,2,70,1,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.4,3.833333333,1.298626415
290897,2,71,1,1,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,3,3.4,3.666666667,1.580409168
290902,2,73,1,2,3,2,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,3,3.666666667,1.030043729
