Sserial	Rsex	RAgeCat	Married	ChildHh	HEdQual3	eq_inc_quintiles	RClassGp	CCBELIEV	carallow	carreduc	carnod2	cartaxhi	carenvdc	plnenvt	plnuppri	Politics	Voted	actchar	actpol	govnosa2	PartyId2	leftrigh	libauth	WtFactor
293052	1	1	4	2	2	-1	5	2	4	2	4	3	2	4	3	3	-1	-1	-1	-1	2	2.8	2.166666667	3.614867955
293053	1	3	1	2	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	2.4	2.166666667	1.459608254
293054	1	7	1	2	4	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	0.847163015
293055	1	5	4	2	2	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	3	1	1	5	1	2	1.8	4.166666667	1.433608322
293056	1	7	1	2	4	2	3	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	0.841639741
293057	1	6	1	1	3	-1	1	3	4	2	2	2	2	5	5	1	-1	-1	-1	-1	2	1.8	3	1.279053072
293058	2	3	1	1	2	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	1	1	3	5	3	2	2.8	2.666666667	1.435361717
293059	2	7	3	2	4	3	5	-1	-1	-1	-1	-1	-1	-1	-1	5	1	5	5	2	2	1.4	4	0.67008491
293060	1	2	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1.6	2.166666667	1.460671125
293061	2	2	4	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	2	2	2	2	1.2	1.166666667	0.908040045
293062	1	6	1	1	3	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	8	8	2	2	2.8	3.833333333	0.967970815
293063	2	5	2	2	2	-1	1	3	4	2	2	4	3	4	1	2	-1	-1	-1	-1	1	2.4	4.5	0.5366657
293064	2	7	3	2	4	1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	2	2	2.6	3	0.54781342
293065	1	3	1	1	3	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	1.193301965
293066	1	1	4	2	3	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	2.685727968
293067	1	4	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	2.185841211
293068	1	6	1	1	2	4	1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	4	-1	-1	0.95827986
293069	2	2	4	2	1	-1	1	3	5	1	4	2	2	4	2	1	-1	-1	-1	-1	2	2.4	2	0.925566728
293070	2	2	1	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	2	2	2.6	3.333333333	0.98361194
293071	2	4	1	1	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	2	2	4.333333333	0.85116882
293072	2	7	1	2	2	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	2	2.2	1.833333333	1.014048443
293073	2	6	1	2	1	5	1	2	-1	-1	-1	-1	-1	-1	-1	1	2	5	5	4	8	2.8	3.166666667	0.927329177
293074	1	4	2	2	2	2	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	2	1.6	3.666666667	0.599422214
293075	2	2	1	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	2.4	4.166666667	2.509618486
293076	2	7	1	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	-1	-1	1.222263403
293077	2	5	1	1	1	-1	1	3	3	9	3	4	3	3	3	4	-1	-1	-1	-1	5	2.2	3.166666667	1.627192952
293078	1	7	1	2	4	3	5	2	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	1	5	0.847618155
293079	2	3	1	1	3	-1	1	3	2	2	1	4	2	4	4	3	-1	-1	-1	-1	2	1	2.833333333	0.788060737
293080	1	2	4	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	1.156810134
293081	1	3	1	1	1	3	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	1.131773563
293082	1	7	1	1	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4	4	1	2	1.6	4	1.290127089
293083	2	4	1	1	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	5	-1	-1	0.856936145
293084	1	7	1	2	3	-1	1	3	3	2	2	4	2	3	4	3	-1	-1	-1	-1	1	2	5	0.940603992
293086	1	7	3	2	4	5	3	-1	-1	-1	-1	-1	-1	-1	-1	5	1	9	9	9	4	2	4.5	0.413620618
293087	2	7	2	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	5	3.4	3.333333333	0.994184002
293088	1	2	4	2	4	1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	-1	-1	0.656003348
293089	2	7	3	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	2	1	4.333333333	0.555012595
293090	2	2	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.951653015
293091	2	1	1	2	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	4	5	4	4	2.2	3.666666667	1.37706758
293092	1	7	1	2	1	4	1	1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	0.893566252
293093	2	2	4	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	4	3.166666667	0.523451705
293094	1	2	1	1	1	3	1	1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	4	2	2.8	2.833333333	1.54744146
293095	1	7	2	2	4	-1	4	2	3	2	3	4	4	3	3	2	-1	-1	-1	-1	5	2.8	4.833333333	0.532059052
293096	1	3	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	1.137777744
293097	2	4	1	1	1	-1	2	2	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	3	1	2.4	3.5	0.785126314
293098	2	2	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	4	2	2	4	1.349896911
293099	2	7	1	2	3	4	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	8	1.8	3.833333333	1.392778345
293100	1	7	1	1	8	-1	3	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	1.872942573
293101	1	4	1	2	3	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	1	3	4	0.862807235
293102	2	1	1	2	1	-1	-1	3	5	1	4	3	1	5	2	1	-1	-1	-1	-1	2	1.8	2.5	1.130574661
293103	1	7	1	2	4	-1	4	3	3	3	2	4	4	3	4	5	-1	-1	-1	-1	1	3	3.666666667	0.79444206
293104	1	5	1	2	3	4	5	2	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	4	2.4	4	0.885228879
293105	2	2	1	1	1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1.8	3.666666667	0.951250802
293106	2	5	1	2	1	5	3	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	2.4	2.666666667	1.294565284
293107	1	5	2	2	4	5	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	3	2	2	2.8	4	0.453083589
293108	1	3	1	2	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	4	5	2	3	4	3	1.020177667
293109	1	2	1	2	2	4	4	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	3	1.8	3.166666667	1.584136797
293110	1	7	4	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	0.694877352
293111	2	4	4	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	2	2	2.2	3	1.382919247
293112	2	7	1	2	4	2	5	2	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	1	1.6	4.666666667	0.829793797
293113	1	4	1	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	1	5	8	5	2.8	3.833333333	1.043827617
293114	2	4	1	2	3	3	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	8	2.6	4.166666667	1.116358383
293115	2	7	1	2	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	2	-1	-1	-1	1	-1	-1	0.843000209
293117	1	3	1	1	3	3	3	2	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	1	2.6	3.166666667	0.907899139
293118	2	4	1	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	4	1	2.2	3	0.749158334
293119	2	4	4	2	4	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	5	2	9	9	4	8	3	4.166666667	0.680019607
293120	2	1	4	2	2	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	2	2.2	2.5	2.362751095
293121	2	3	1	1	3	2	5	-1	-1	-1	-1	-1	-1	-1	-1	3	2	4	5	4	8	2.2	3.833333333	1.64628856
293122	2	2	4	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	3	3	2.833333333	0.685449872
293123	2	3	1	1	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	8	2.2	3.833333333	1.45888848
293124	1	5	4	2	3	-1	4	3	5	2	5	5	2	4	4	3	-1	-1	-1	-1	8	3.4	3.666666667	0.470152617
293125	2	3	1	2	3	-1	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	2.8	3.5	0.902395055
293126	1	5	2	2	2	5	5	2	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	1.8	3.166666667	0.521546802
293127	1	3	1	1	2	-1	3	3	-1	-1	-1	-1	-1	-1	-1	3	2	4	4	2	4	2	3.666666667	1.216560999
293128	1	1	4	2	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	8	3	3	2.574605551
293129	2	6	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	3	4	2.833333333	0.889017637
293130	1	4	1	1	3	3	4	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	2.243755885
293131	2	2	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	3	5	2	4	2.6	2.5	1.046364082
293132	1	3	1	2	1	5	1	2	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	3.2	3.166666667	1.161977776
293133	2	7	3	2	3	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	3	1	4	4	3	1	3.4	4	0.53314088
293134	1	4	1	1	4	-1	3	2	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1.610283439
293135	2	2	4	1	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	1	2	2.6	3.5	0.47646074
293136	2	3	1	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	4	5	5	8	3	4.666666667	0.906197355
293137	2	7	1	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	1	3.2	3.5	1.140928904
293138	1	7	1	2	2	-1	2	2	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	8	-1	-1	0.906174141
293139	2	5	2	1	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	2.4	5	1.179016124
293140	1	1	4	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	9	9	3	2	9	9	1.720680356
293141	2	4	1	1	2	-1	3	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	1.4	2	1.379779849
293142	1	4	2	2	3	2	3	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	8	-1	-1	0.480230966
293143	1	2	1	2	1	4	8	3	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	6	1.2	1.5	1.206362209
293144	1	7	4	2	4	5	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	9	9	2	1	2.6	3.833333333	0.434552031
293145	2	3	1	1	1	-1	1	3	4	2	2	3	2	4	4	3	-1	-1	-1	-1	4	2.8	3.166666667	0.747272235
293146	1	2	1	2	4	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	3	2.2	3.333333333	1.24846599
293147	2	7	3	2	3	3	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	2	5	4	4	2.4	4.333333333	0.737580042
293148	2	4	1	2	3	-1	5	3	4	2	2	3	3	3	3	5	-1	-1	-1	-1	8	2.8	3.833333333	0.859452492
293149	1	2	4	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	5	3.2	3.5	0.822646737
293150	2	3	1	1	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	4	2	3	2	3	5	2	3.666666667	0.857232195
293151	2	7	3	2	3	3	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	2.2	3.666666667	0.792227179
293152	2	4	4	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	1.16763445
293153	2	1	4	2	1	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	1.803537199
293154	2	4	1	2	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	1	3.8	3.333333333	1.373328498
293155	2	7	3	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3.2	3.333333333	0.45091734
293156	2	6	2	2	4	-1	5	1	2	2	2	2	2	4	2	5	-1	-1	-1	-1	5	2.2	3.666666667	0.446334021
293157	1	3	1	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	3	5	4	1	5	3.5	1.099671102
293158	2	2	1	1	4	-1	5	1	4	2	8	4	3	4	2	5	-1	-1	-1	-1	5	2.6	3.166666667	0.966701034
293159	2	4	1	2	2	1	1	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	1.2	3.833333333	0.925854035
293160	1	2	4	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	2	2	2.2	2.833333333	0.800227724
293161	2	6	1	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	8	3	3.5	0.971449982
293162	1	7	3	2	1	2	1	2	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	1	3	9	9	0.41050838
293163	2	7	2	2	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	4	4	1	1	2.8	5	0.648096857
293164	2	6	2	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	3.2	3.666666667	0.477609114
293165	2	3	1	1	3	-1	5	3	2	3	2	4	2	2	2	3	-1	-1	-1	-1	2	2	3.833333333	1.372088122
293166	2	6	2	2	2	3	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1.8	2.666666667	0.464595722
293167	1	7	2	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	3.8	3.166666667	0.513377611
293168	1	3	1	1	2	2	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	1	3	3.666666667	1.128083153
293169	2	7	1	2	3	-1	4	3	8	4	2	8	4	3	3	3	-1	-1	-1	-1	1	2.4	4.333333333	1.055756278
293170	2	7	1	2	2	-1	5	3	4	2	2	2	2	9	9	3	-1	-1	-1	-1	1	2.2	3.5	0.911891867
293171	1	6	2	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	0.441907007
293172	1	7	1	2	2	-1	3	3	4	1	1	1	1	4	1	3	-1	-1	-1	-1	1	1	4.166666667	0.862231849
293173	2	2	1	1	4	2	2	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	4	1.6	3.5	0.581302851
293174	2	4	1	2	1	-1	1	3	4	2	3	4	2	4	3	3	-1	-1	-1	-1	2	1.4	2.666666667	1.138113102
293175	2	6	1	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	1	-1	-1	1.186000148
293176	1	6	1	2	2	-1	3	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	5	2.4	4.166666667	0.78739505
293177	2	2	1	2	1	-1	1	3	2	2	4	4	2	5	2	1	-1	-1	-1	-1	2	2.4	3.5	1.055563993
293178	2	5	1	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	2	3	5	3	4	2.4	4.333333333	1.233224448
293179	1	3	1	1	1	-1	1	3	2	3	4	4	1	2	1	1	-1	-1	-1	-1	1	3.8	2.833333333	1.212450346
293180	2	4	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	4	1	3	3.166666667	0.996228109
293181	2	6	1	2	3	-1	1	3	3	2	2	4	2	4	2	3	-1	-1	-1	-1	2	2.6	3	0.818906804
293182	1	1	4	2	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	1.6	3.166666667	3.472126073
293183	1	3	4	2	2	-1	4	3	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	2	2	2	3.666666667	0.596650983
293184	1	7	3	2	4	-1	-1	2	4	3	2	3	2	8	8	1	-1	-1	-1	-1	2	3.4	3	0.350805219
293185	1	3	1	1	2	-1	1	3	3	2	2	3	2	3	3	1	-1	-1	-1	-1	3	2.4	4	1.166570187
293186	1	4	1	1	4	-1	3	3	3	3	1	5	4	2	4	2	-1	-1	-1	-1	3	2.2	4	1.986510303
293187	2	4	2	2	2	-1	5	1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	4	-1	-1	0.732948323
293188	2	4	2	2	2	4	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	4	1	3.2	3.833333333	0.421081332
293189	1	3	1	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	1.4	2.333333333	1.492010944
293190	2	7	3	2	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	5	1	9	9	0.444314947
293191	2	4	4	2	2	5	4	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	3	1	2	1.6	1.5	0.631251027
293192	2	4	4	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	3	4	4	2	2	2.5	1.048897917
293193	1	5	1	2	1	-1	1	3	4	2	3	2	2	4	2	1	-1	-1	-1	-1	2	2.6	2.833333333	0.884461052
293194	1	4	1	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	4	4	4.5	1.467071715
293195	2	7	4	2	4	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	4	1	9	9	5	1	2.8	3.833333333	0.856901325
293196	2	4	1	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	6	2.2	2.666666667	0.821887654
293197	2	7	3	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	0.584147786
293198	1	2	4	2	3	5	3	-1	-1	-1	-1	-1	-1	-1	-1	2	1	4	5	4	6	4.6	4.333333333	2.260934365
293199	1	7	1	2	4	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	3.4	3.666666667	0.864156792
293200	2	4	1	1	3	2	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	3.4	3.833333333	1.393930046
293201	1	3	1	1	2	-1	1	3	4	2	2	4	2	4	2	4	-1	-1	-1	-1	1	5	3.5	1.167049624
293202	1	7	3	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	2	4	3	1	3.8	3.666666667	0.504007855
293203	1	2	1	2	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	4	5	3	3	3	3.833333333	1.274890111
293204	2	3	4	1	1	3	2	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	3	2	2.4	3.833333333	0.412750652
293205	1	7	1	2	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	1	2.2	4.333333333	0.734809507
293206	1	7	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	4	4.166666667	0.41551581
293207	2	3	1	1	1	-1	1	3	4	1	5	2	1	3	2	2	-1	-1	-1	-1	1	3.6	3.5	0.891076832
293208	2	4	1	2	3	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	4	1.6	4.333333333	0.785357675
293209	2	3	4	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	3	3	2	2	1.2	2.166666667	0.405850932
293210	2	3	4	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	3	4	2	3.6	3.333333333	0.494411109
293211	1	7	1	2	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	1	2.8	4.166666667	0.870154551
293212	1	4	1	2	3	-1	5	3	3	3	3	4	3	3	3	3	-1	-1	-1	-1	1	2.8	3.666666667	0.870466386
293213	2	6	2	2	4	3	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	8	5	8	1	2.8	3.833333333	0.403138315
293214	2	3	1	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	6	2.4	3.5	1.139743621
293215	2	4	1	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	2.4	3.2	1.738774378
293216	2	6	1	2	3	-1	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	2.4	3.5	1.123960738
293217	1	2	4	1	2	5	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	1	5	2	3.666666667	1.131340089
293218	1	4	2	2	2	4	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	3	4	5	2	3.8	3	1.163709351
293219	1	7	1	1	3	4	5	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	4	3	2	2.2	2.666666667	1.240861855
293220	1	7	3	2	4	1	5	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1.6	4.166666667	0.77640909
293221	2	7	1	2	4	2	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	2.4	4.333333333	1.193584938
293222	1	5	4	2	2	1	5	2	-1	-1	-1	-1	-1	-1	-1	2	1	9	9	8	2	9	9	0.571656467
293223	2	7	1	1	8	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	1	1	2	5	2.4	3.833333333	1.023741409
293224	1	5	1	2	2	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	1	2.6	4.666666667	1.14984646
293225	2	4	1	1	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	1.502913568
293226	1	6	1	2	4	-1	5	3	4	2	2	4	3	3	3	5	-1	-1	-1	-1	1	3	3.5	0.792720389
293227	1	3	1	1	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	4	-1	-1	1.20753163
293228	2	3	1	2	2	3	5	-1	-1	-1	-1	-1	-1	-1	-1	5	1	5	5	2	8	2.2	3.166666667	1.190799469
293229	1	6	1	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	3	5	3.8	3	1.07580813
293230	1	5	4	2	3	1	4	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	1	3.2	4	0.716804161
293231	2	3	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	1.288556151
293232	1	4	1	1	3	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4	4	4	1	3.6	3.666666667	1.27062919
293233	1	1	4	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	2	5	4	2	1	3.5	0.810929086
293234	1	7	1	2	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	3	2	9	9	3	2	2	3.166666667	0.762634565
293235	2	2	1	2	1	1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	8	5	3	3.666666667	1.02839464
293236	2	4	3	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	3	3.833333333	0.399972724
293237	2	3	1	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	1.340875667
293238	1	7	3	2	4	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	5	3	3	1	2.4	3.833333333	0.565221211
293239	1	3	4	2	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	1	8	1.6	4.166666667	0.915214575
293240	2	6	4	2	3	-1	3	3	3	2	3	3	2	3	2	3	-1	-1	-1	-1	1	2.8	3.833333333	0.475643624
293241	1	7	1	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1.4	3.833333333	0.82075878
293242	1	4	2	2	4	-1	5	3	3	3	3	3	3	2	1	4	-1	-1	-1	-1	2	3	3	0.649654292
293243	2	7	3	2	3	-1	5	3	4	2	4	2	2	4	4	2	-1	-1	-1	-1	2	1.4	4.833333333	0.558951196
293244	2	4	4	1	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	2	-1	-1	1.156292936
293245	1	4	4	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	6	2.2	3.833333333	0.684205549
293246	2	7	3	2	8	-1	2	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0.564500431
293247	1	7	3	2	2	5	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	1	3.4	4.166666667	0.453666442
293248	1	2	1	1	1	-1	5	3	3	2	2	3	2	5	3	3	-1	-1	-1	-1	4	2	3.333333333	1.782145772
293249	1	4	4	2	4	5	3	-1	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	1.374959945
293250	2	2	4	2	3	-1	4	3	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	8	-1	-1	0.503162998
293251	1	3	1	1	2	1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	2	2.6	2.166666667	1.210857588
293252	1	7	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	2	1.2	2	1.040177366
293253	2	6	1	1	2	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	1	4	4	1.816389759
293254	2	7	2	2	1	-1	1	3	3	2	4	4	2	4	3	1	-1	-1	-1	-1	1	4	3.166666667	0.490771691
293255	2	3	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	2	5	3	2	2	1	1.833333333	1.130082689
293256	2	7	3	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	2	-1	-1	-1	3	2.4	3.166666667	0.627722686
293257	2	4	4	1	1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	2.2	3	0.513077267
293258	2	3	4	1	3	-1	2	3	2	3	2	5	2	3	3	5	-1	-1	-1	-1	5	1.8	4	1.532320009
