YYYY,Month,MM,DD,Tmax,Tmin,Tmean,Trange,Rainfall_mm
1975,Feb,2,9,5.6,0.5,3.1,5.1,0
1975,Feb,2,10,8.1,0.6,4.4,7.5,2.2
1975,Feb,2,11,8.8,2,5.4,6.8,2
1975,Feb,2,12,8.8,7.1,8,1.7,1.3
1975,Feb,2,13,8.8,6.6,7.7,2.2,0.4
1975,Feb,2,14,6.3,1.2,3.8,5.1,14.2
1975,Feb,2,15,4.7,2.3,3.5,2.4,0.1
1975,Feb,2,16,9.6,0.6,5.1,9,1.3
1975,Feb,2,17,12.5,1.3,6.9,11.2,1.5
1975,Feb,2,18,6.4,5.6,6,0.8,6.5
1975,Feb,2,19,7.7,2,4.9,5.7,0
1975,Feb,2,20,7.8,2.6,5.2,5.2,0
1975,Feb,2,21,7.4,2.1,4.8,5.3,0
1975,Feb,2,22,10.4,-1.7,4.4,12.1,0
1975,Feb,2,23,9.4,0.4,4.9,9,0.1
1975,Feb,2,24,10.1,1.3,5.7,8.8,0
1975,Feb,2,25,6.5,0.2,3.4,6.3,0
1975,Feb,2,26,9.8,0.9,5.4,8.9,0
1975,Feb,2,27,8.1,-2.2,3,10.3,0
1975,Feb,2,28,11.8,-1.8,5,13.6,0
1975,Mar,3,1,12.8,0.5,6.7,12.3,0.1
1975,Mar,3,2,11.7,6.1,8.9,5.6,4.2
1975,Mar,3,3,11.3,7.1,9.2,4.2,1.5
1975,Mar,3,4,12.6,5.5,9.1,7.1,7.4
1975,Mar,3,5,8,6,7,2,0
1975,Mar,3,6,10.2,2.5,6.4,7.7,5.4
1975,Mar,3,7,11.3,5.8,8.6,5.5,5.1
1975,Mar,3,8,9.2,3.2,6.2,6,19.2
1975,Mar,3,9,4.8,2.7,3.8,2.1,1.6
1975,Mar,3,10,5.7,3.4,4.6,2.3,0.9
1975,Mar,3,11,5.9,3,4.5,2.9,6.6
1975,Mar,3,12,5.9,4.1,5,1.8,2.4
1975,Mar,3,13,4.5,3.6,4.1,0.9,12.6
1975,Mar,3,14,4.7,1.7,3.2,3,0
1975,Mar,3,15,5.5,2.2,3.9,3.3,0.1
1975,Mar,3,16,5.6,0.7,3.2,4.9,0
1975,Mar,3,17,6.7,-1.2,2.8,7.9,0
1975,Mar,3,18,5.2,-1.1,2.1,6.3,1.1
1975,Mar,3,19,5.1,-1.8,1.7,6.9,0.1
1975,Mar,3,20,6,1.6,3.8,4.4,0
1975,Mar,3,21,6.3,3.9,5.1,2.4,11.7
1975,Mar,3,22,9.7,4.2,7,5.5,0
1975,Mar,3,23,10.4,3.5,7,6.9,0.1
1975,Mar,3,24,8.7,4.6,6.7,4.1,0
1975,Mar,3,25,9.3,3.4,6.4,5.9,0
1975,Mar,3,26,7.9,5.2,6.6,2.7,8.9
1975,Mar,3,27,5.4,0.3,2.9,5.1,4.6
1975,Mar,3,28,6.8,-0.6,3.1,7.4,0.2
1975,Mar,3,29,7.5,-0.5,3.5,8,0.1
1975,Mar,3,30,6.4,0.3,3.4,6.1,1.1
1975,Mar,3,31,9.1,-1.2,4,10.3,0.2
1975,Apr,4,1,8.1,-0.3,3.9,8.4,3.2
1975,Apr,4,2,6.8,4,5.4,2.8,2.4
1975,Apr,4,3,5.2,0.2,2.7,5,2.4
1975,Apr,4,4,5.4,0,2.7,5.4,0.5
1975,Apr,4,5,5.8,-2,1.9,7.8,1.6
1975,Apr,4,6,6.9,0.7,3.8,6.2,0
1975,Apr,4,7,10.5,0.8,5.7,9.7,1.1
1975,Apr,4,8,6.5,0.7,3.6,5.8,5.3
1975,Apr,4,9,6.5,-0.7,2.9,7.2,0
1975,Apr,4,10,7.6,-1.4,3.1,9,1.7
1975,Apr,4,11,12.8,3,7.9,9.8,0.2
1975,Apr,4,12,16,7,11.5,9,0
1975,Apr,4,13,15,6,10.5,9,6.9
1975,Apr,4,14,13.6,8.5,11.1,5.1,2.5
1975,Apr,4,15,13,7.6,10.3,5.4,2.1
1975,Apr,4,16,15.2,6.6,10.9,8.6,1
1975,Apr,4,17,13.6,9.2,11.4,4.4,1.8
1975,Apr,4,18,15.3,8.7,12,6.6,12.1
1975,Apr,4,19,14.2,9.4,11.8,4.8,0
1975,Apr,4,20,15.7,5,10.4,10.7,0.2
1975,Apr,4,21,14.8,8.2,11.5,6.6,0
1975,Apr,4,22,19.9,8.8,14.4,11.1,0
1975,Apr,4,23,16.8,10.1,13.5,6.7,0
1975,Apr,4,24,20.8,6.2,13.5,14.6,0
1975,Apr,4,25,19.3,6.8,13.1,12.5,0.4
1975,Apr,4,26,19.4,12.9,16.2,6.5,0
1975,Apr,4,27,14.6,10.2,12.4,4.4,0.1
1975,Apr,4,28,19.4,9.7,14.6,9.7,1.2
1975,Apr,4,29,13,8.4,10.7,4.6,0.1
1975,Apr,4,30,13.1,4.1,8.6,9,0.1
1975,May,5,1,14.5,7.3,10.9,7.2,0
1975,May,5,2,16.3,10.3,13.3,6,5.7
1975,May,5,3,13.1,3.2,8.2,9.9,0
1975,May,5,4,13.5,1.9,7.7,11.6,0
1975,May,5,5,13.1,2.9,8,10.2,0
1975,May,5,6,15,5.2,10.1,9.8,0
1975,May,5,7,16.8,5.9,11.4,10.9,3.3
1975,May,5,8,16.9,8.2,12.6,8.7,0
1975,May,5,9,15,7.7,11.4,7.3,0.4
1975,May,5,10,13.9,9.3,11.6,4.6,0
1975,May,5,11,13.9,7.4,10.7,6.5,0
1975,May,5,12,11.9,3.9,7.9,8,7.3
1975,May,5,13,15.2,8.8,12,6.4,3.7
1975,May,5,14,15.3,7.5,11.4,7.8,0.1
1975,May,5,15,11.1,7.6,9.4,3.5,0
1975,May,5,16,9.5,5,7.3,4.5,12.7
1975,May,5,17,8.7,6.8,7.8,1.9,13.7
1975,May,5,18,12.2,7.2,9.7,5,0
1975,May,5,19,18.4,4.1,11.3,14.3,0
1975,May,5,20,21.2,5.1,13.2,16.1,0
1975,May,5,21,17.5,8.2,12.9,9.3,0
1975,May,5,22,11.4,7.7,9.6,3.7,0
1975,May,5,23,14.2,7,10.6,7.2,0.1
1975,May,5,24,10.7,5.8,8.3,4.9,0.9
1975,May,5,25,13.3,6.5,9.9,6.8,0.9
1975,May,5,26,17.5,7.1,12.3,10.4,0
1975,May,5,27,17.8,7.7,12.8,10.1,0
1975,May,5,28,18.5,9.1,13.8,9.4,0
1975,May,5,29,10.9,7.1,9,3.8,0.2
1975,May,5,30,11.4,6,8.7,5.4,0
1975,May,5,31,13.8,0.8,7.3,13,0
1975,Jun,6,1,13.2,3.6,8.4,9.6,2.4
1975,Jun,6,2,13.1,4.5,8.8,8.6,5.8
1975,Jun,6,3,15.1,4.8,10,10.3,0
1975,Jun,6,4,16.3,3.5,9.9,12.8,0
1975,Jun,6,5,19.3,8.3,13.8,11,0
1975,Jun,6,6,24.8,12.4,18.6,12.4,0
1975,Jun,6,7,26.4,11.6,19,14.8,0
1975,Jun,6,8,24.6,10.7,17.7,13.9,0
1975,Jun,6,9,23.2,9.3,16.3,13.9,0
1975,Jun,6,10,23.5,9.6,16.6,13.9,0
1975,Jun,6,11,24.8,10.1,17.5,14.7,0
1975,Jun,6,12,27.4,11.5,19.5,15.9,0
1975,Jun,6,13,26,13,19.5,13,0
1975,Jun,6,14,23.5,14,18.8,9.5,0
1975,Jun,6,15,18.7,12.7,15.7,6,5
1975,Jun,6,16,17.9,7,12.5,10.9,4.7
1975,Jun,6,17,19.6,8.2,13.9,11.4,0
1975,Jun,6,18,20.3,7.4,13.9,12.9,0.1
1975,Jun,6,19,21.1,12.6,16.9,8.5,0
1975,Jun,6,20,24.4,11.9,18.2,12.5,0
1975,Jun,6,21,25.3,11.9,18.6,13.4,0
1975,Jun,6,22,22.6,11.1,16.9,11.5,0
1975,Jun,6,23,25.2,9,17.1,16.2,0
1975,Jun,6,24,25.6,9.2,17.4,16.4,0
1975,Jun,6,25,22.4,9.7,16.1,12.7,0
1975,Jun,6,26,26.5,10.1,18.3,16.4,0
1975,Jun,6,27,17.4,12.6,15,4.8,0
1975,Jun,6,28,14.6,10,12.3,4.6,0
1975,Jun,6,29,19.4,5.4,12.4,14,0
1975,Jun,6,30,22.9,7.6,15.3,15.3,0
1975,Jul,7,1,23.5,9.9,16.7,13.6,0
1975,Jul,7,2,24,12.5,18.3,11.5,0
1975,Jul,7,3,24.2,9.8,17,14.4,0
1975,Jul,7,4,23.2,12.4,17.8,10.8,0
1975,Jul,7,5,21.6,10.3,16,11.3,0
1975,Jul,7,6,23.3,11.2,17.3,12.1,0
1975,Jul,7,7,24.9,10.7,17.8,14.2,14.6
1975,Jul,7,8,23.4,12.2,17.8,11.2,0.1
1975,Jul,7,9,22.8,14.5,18.7,8.3,0
1975,Jul,7,10,21.1,15.5,18.3,5.6,2.6
1975,Jul,7,11,22.7,13.8,18.3,8.9,1.9
1975,Jul,7,12,21.2,13.6,17.4,7.6,7.9
1975,Jul,7,13,25.1,14.8,20,10.3,0
1975,Jul,7,14,23.7,18.2,21,5.5,0.4
1975,Jul,7,15,22.7,16.1,19.4,6.6,0
1975,Jul,7,16,23.8,13.7,18.8,10.1,0
1975,Jul,7,17,22.6,16.2,19.4,6.4,0
1975,Jul,7,18,24.6,13.9,19.3,10.7,2.6
1975,Jul,7,19,22.6,13.1,17.9,9.5,2.7
1975,Jul,7,20,23.1,15.7,19.4,7.4,0.2
1975,Jul,7,21,22.1,11.1,16.6,11,0.3
1975,Jul,7,22,22.1,14.4,18.3,7.7,0.1
1975,Jul,7,23,21.2,15.2,18.2,6,0.2
1975,Jul,7,24,19.1,9.9,14.5,9.2,0.5
1975,Jul,7,25,21.2,9.7,15.5,11.5,0
1975,Jul,7,26,26.2,13,19.6,13.2,0
1975,Jul,7,27,28.3,12.1,20.2,16.2,0
1975,Jul,7,28,29.3,14.3,21.8,15,0
1975,Jul,7,29,29.4,15.9,22.7,13.5,0
1975,Jul,7,30,30.1,15.6,22.9,14.5,0
1975,Jul,7,31,25.7,15.9,20.8,9.8,0
1975,Aug,8,1,26,15.1,20.6,10.9,0
1975,Aug,8,2,30,13.1,21.6,16.9,0
1975,Aug,8,3,31.6,14,22.8,17.6,0
1975,Aug,8,4,32.9,14.6,23.8,18.3,2
1975,Aug,8,5,27.1,20.1,23.6,7,0.1
1975,Aug,8,6,28.3,16.3,22.3,12,0
1975,Aug,8,7,32.4,13.4,22.9,19,0
1975,Aug,8,8,32.9,17,25,15.9,5.3
1975,Aug,8,9,25.1,17.2,21.2,7.9,0
1975,Aug,8,10,23.7,14.2,19,9.5,0
1975,Aug,8,11,25.3,14.4,19.9,10.9,0
1975,Aug,8,12,27.3,15.1,21.2,12.2,0
1975,Aug,8,13,28,16,22,12,0
1975,Aug,8,14,25.9,15.6,20.8,10.3,5.6
1975,Aug,8,15,22.7,16.4,19.6,6.3,3.4
1975,Aug,8,16,21.1,14.6,17.9,6.5,0
1975,Aug,8,17,24.9,13.2,19.1,11.7,0
1975,Aug,8,18,22.3,13.2,17.8,9.1,2.1
1975,Aug,8,19,23.4,16.2,19.8,7.2,5.5
1975,Aug,8,20,21.4,17.8,19.6,3.6,0
1975,Aug,8,21,19.6,14.1,16.9,5.5,1.6
1975,Aug,8,22,19.1,8.7,13.9,10.4,0.3
1975,Aug,8,23,18.7,7.8,13.3,10.9,3.1
1975,Aug,8,24,21.1,13.4,17.3,7.7,0
1975,Aug,8,25,23.8,10.5,17.2,13.3,0
1975,Aug,8,26,26,10.6,18.3,15.4,0
1975,Aug,8,27,27.1,13.8,20.5,13.3,0
1975,Aug,8,28,26.8,10.7,18.8,16.1,0
1975,Aug,8,29,27.3,10.1,18.7,17.2,0
1975,Aug,8,30,20.1,14.8,17.5,5.3,1.2
1975,Aug,8,31,16.8,14,15.4,2.8,0
1975,Sep,9,1,23.1,12.3,17.7,10.8,0
1975,Sep,9,2,21,9.6,15.3,11.4,0
1975,Sep,9,3,22.4,10.6,16.5,11.8,0
1975,Sep,9,4,21.1,8.4,14.8,12.7,0
1975,Sep,9,5,21.1,8.4,14.8,12.7,0
1975,Sep,9,6,21.4,9.2,15.3,12.2,0
1975,Sep,9,7,22.7,13,17.9,9.7,0
1975,Sep,9,8,22.9,11.7,17.3,11.2,4.9
1975,Sep,9,9,20.7,15.1,17.9,5.6,0
1975,Sep,9,10,21,13.4,17.2,7.6,0.6
1975,Sep,9,11,17.7,9,13.4,8.7,4.4
1975,Sep,9,12,15.3,7.8,11.6,7.5,0.1
1975,Sep,9,13,16.3,7.1,11.7,9.2,39.5
1975,Sep,9,14,11,7.1,9.1,3.9,1.3
1975,Sep,9,15,14.7,6.7,10.7,8,0
1975,Sep,9,16,14.7,2.6,8.7,12.1,2.5
1975,Sep,9,17,19.2,8.5,13.9,10.7,3.7
1975,Sep,9,18,18.9,11.8,15.4,7.1,0
1975,Sep,9,19,19.4,10.6,15,8.8,0.6
1975,Sep,9,20,19.6,13.9,16.8,5.7,0
1975,Sep,9,21,18.5,7.9,13.2,10.6,0
1975,Sep,9,22,18.7,8.6,13.7,10.1,0
1975,Sep,9,23,19.6,12.2,15.9,7.4,0
1975,Sep,9,24,18,9.3,13.7,8.7,0.7
1975,Sep,9,25,15,12.9,14,2.1,9
1975,Sep,9,26,15.8,7.4,11.6,8.4,16.2
1975,Sep,9,27,17.4,9.9,13.7,7.5,1.4
1975,Sep,9,28,17.6,7.3,12.5,10.3,0.9
1975,Sep,9,29,20.2,12.9,16.6,7.3,2.4
1975,Sep,9,30,14.9,11.9,13.4,3,7.1
1975,Oct,10,1,17.1,9.4,13.3,7.7,0.1
1975,Oct,10,2,16.6,7.4,12,9.2,2.1
1975,Oct,10,3,16.5,9.8,13.2,6.7,0
1975,Oct,10,4,15.4,6.5,11,8.9,0
1975,Oct,10,5,15.3,11.4,13.4,3.9,0
1975,Oct,10,6,17.8,10.8,14.3,7,0
1975,Oct,10,7,17.7,7.1,12.4,10.6,0
1975,Oct,10,8,15.7,2.9,9.3,12.8,0
1975,Oct,10,9,15.6,3.1,9.4,12.5,4.2
1975,Oct,10,10,12.5,7.5,10,5,0.1
1975,Oct,10,11,12.2,5.4,8.8,6.8,0
1975,Oct,10,12,11.7,3.1,7.4,8.6,0
1975,Oct,10,13,11.5,0.8,6.2,10.7,0.2
1975,Oct,10,14,12.7,-0.2,6.3,12.9,1.1
1975,Oct,10,15,14,3.8,8.9,10.2,2.4
1975,Oct,10,16,11.6,5.2,8.4,6.4,0
1975,Oct,10,17,11.1,4.1,7.6,7,0.8
1975,Oct,10,18,11.6,7.1,9.4,4.5,0
1975,Oct,10,19,12,5.8,8.9,6.2,0
1975,Oct,10,20,13,6.1,9.6,6.9,0
1975,Oct,10,21,11.9,7.4,9.7,4.5,0
1975,Oct,10,22,12.8,5.3,9.1,7.5,0
1975,Oct,10,23,17.2,8.6,12.9,8.6,0
1975,Oct,10,24,15.9,9.9,12.9,6,0
1975,Oct,10,25,13.4,10.2,11.8,3.2,0
1975,Oct,10,26,12.2,8.6,10.4,3.6,0
1975,Oct,10,27,15.7,9.5,12.6,6.2,0
1975,Oct,10,28,12.5,4.3,8.4,8.2,0
1975,Oct,10,29,13.8,4.8,9.3,9,0
1975,Oct,10,30,17.5,5.3,11.4,12.2,0
1975,Oct,10,31,15.7,10.1,12.9,5.6,0
1975,Nov,11,1,12,7.3,9.7,4.7,0.6
1975,Nov,11,2,12.8,5.9,9.4,6.9,3.6
1975,Nov,11,3,12.9,6.8,9.9,6.1,0
1975,Nov,11,4,12.5,1.7,7.1,10.8,0
1975,Nov,11,5,13.8,4.9,9.4,8.9,1
1975,Nov,11,6,12,7.9,10,4.1,0
1975,Nov,11,7,10,2.8,6.4,7.2,0
1975,Nov,11,8,11.3,3.6,7.5,7.7,0
1975,Nov,11,9,9.4,6.8,8.1,2.6,0
1975,Nov,11,10,7.9,1.5,4.7,6.4,0
1975,Nov,11,11,9.7,0.3,5,9.4,0
1975,Nov,11,12,9.3,2.3,5.8,7,0
1975,Nov,11,13,6.3,-1.5,2.4,7.8,0
1975,Nov,11,14,9.4,-3.8,2.8,13.2,1
1975,Nov,11,15,14.3,-2.9,5.7,17.2,10.2
1975,Nov,11,16,9,4.8,6.9,4.2,1.1
1975,Nov,11,17,5.9,2.4,4.2,3.5,0
1975,Nov,11,18,8.8,0.8,4.8,8,1
1975,Nov,11,19,13.2,2.7,8,10.5,2.3
1975,Nov,11,20,12.2,8.4,10.3,3.8,0
1975,Nov,11,21,6.7,-1.6,2.6,8.3,0
1975,Nov,11,22,7.9,-1.7,3.1,9.6,0
1975,Nov,11,23,9.7,-2.2,3.8,11.9,0
1975,Nov,11,24,10.2,5.5,7.9,4.7,2.5
1975,Nov,11,25,11.9,6.1,9,5.8,2.3
1975,Nov,11,26,7.7,3.2,5.5,4.5,1.3
1975,Nov,11,27,11.8,0.8,6.3,11,1.6
1975,Nov,11,28,7.1,3.9,5.5,3.2,8.5
1975,Nov,11,29,5.9,0.6,3.3,5.3,0.3
1975,Nov,11,30,2.4,-2.2,0.1,4.6,0.6
1975,Dec,12,1,12.5,-3.7,4.4,16.2,8.7
1975,Dec,12,2,7.7,1.5,4.6,6.2,0
1975,Dec,12,3,5.7,1.2,3.5,4.5,0
1975,Dec,12,4,8.5,0.2,4.4,8.3,0
1975,Dec,12,5,10.6,4.4,7.5,6.2,0
1975,Dec,12,6,11.2,6.4,8.8,4.8,0
1975,Dec,12,7,9.2,6.8,8,2.4,0
1975,Dec,12,8,8.2,0.2,4.2,8,0
1975,Dec,12,9,5,-2.7,1.2,7.7,0
1975,Dec,12,10,6.6,-0.2,3.2,6.8,0
1975,Dec,12,11,5.7,3.2,4.5,2.5,0
1975,Dec,12,12,5.5,3.4,4.5,2.1,0.5
1975,Dec,12,13,2.4,-1.7,0.4,4.1,0
1975,Dec,12,14,1.8,-4.1,-1.2,5.9,0.2
1975,Dec,12,15,3,-1.5,0.8,4.5,0
1975,Dec,12,16,5.4,-3.1,1.2,8.5,3.1
1975,Dec,12,17,5.2,-1.5,1.9,6.7,0
1975,Dec,12,18,5,-2.8,1.1,7.8,0.8
1975,Dec,12,19,7,-2.4,2.3,9.4,0
1975,Dec,12,20,7.2,3.9,5.6,3.3,0.1
1975,Dec,12,21,8,1.9,5,6.1,0
1975,Dec,12,22,8.2,4.6,6.4,3.6,0.2
1975,Dec,12,23,7.3,5.6,6.5,1.7,2.1
1975,Dec,12,24,7.5,2,4.8,5.5,0.2
1975,Dec,12,25,10.2,1.9,6.1,8.3,0.1
1975,Dec,12,26,9.8,6.7,8.3,3.1,0
1975,Dec,12,27,7.8,2,4.9,5.8,0
1975,Dec,12,28,8.8,4.6,6.7,4.2,0
1975,Dec,12,29,9,3.3,6.2,5.7,0
1975,Dec,12,30,11.2,6.5,8.9,4.7,0.2
1975,Dec,12,31,10.9,6.9,8.9,4,5.5
1976,Jan,1,1,11.6,2.6,7.1,9,0.9
1976,Jan,1,2,13.2,2.7,8,10.5,3.1
1976,Jan,1,3,7.1,4.5,5.8,2.6,0
1976,Jan,1,4,10.2,0.4,5.3,9.8,7
1976,Jan,1,5,10.6,2.1,6.4,8.5,0
1976,Jan,1,6,10.7,7.7,9.2,3,0
1976,Jan,1,7,9.7,7.5,8.6,2.2,0
1976,Jan,1,8,11.4,7.9,9.7,3.5,0
1976,Jan,1,9,10.5,7.5,9,3,2.7
1976,Jan,1,10,12.4,7.2,9.8,5.2,0.2
1976,Jan,1,11,12.3,9,10.7,3.3,0
1976,Jan,1,12,11.7,8.8,10.3,2.9,0
1976,Jan,1,13,11.4,5.8,8.6,5.6,0
1976,Jan,1,14,10.4,6.4,8.4,4,0
1976,Jan,1,15,8.6,1.7,5.2,6.9,0
1976,Jan,1,16,8.3,2.3,5.3,6,0
1976,Jan,1,17,9.7,4.3,7,5.4,0
1976,Jan,1,18,8.4,5.4,6.9,3,0.1
1976,Jan,1,19,10.8,2.3,6.6,8.5,0
1976,Jan,1,20,11,5.8,8.4,5.2,1.2
1976,Jan,1,21,10.2,4.7,7.5,5.5,0
1976,Jan,1,22,12.1,5.8,9,6.3,0
1976,Jan,1,23,8,5.6,6.8,2.4,0.9
1976,Jan,1,24,3,-1.4,0.8,4.4,0.1
1976,Jan,1,25,2.9,-1,1,3.9,0
1976,Jan,1,26,3.5,-1.2,1.2,4.7,2.7
1976,Jan,1,27,5,-0.9,2.1,5.9,0
1976,Jan,1,28,3.7,-1.7,1,5.4,0
1976,Jan,1,29,3.5,-0.5,1.5,4,0
1976,Jan,1,30,0.1,-3.7,-1.8,3.8,0
1976,Jan,1,31,0,-2.6,-1.3,2.6,0
1976,Feb,2,1,0.2,-2.5,-1.2,2.7,0.1
1976,Feb,2,2,0.6,-1.7,-0.6,2.3,0.7
1976,Feb,2,3,0.1,-1.7,-0.8,1.8,0
1976,Feb,2,4,1.5,-1.5,0,3,0.2
1976,Feb,2,5,2.8,-1.4,0.7,4.2,0.4
1976,Feb,2,6,6.9,0.7,3.8,6.2,0.1
1976,Feb,2,7,7,2.7,4.9,4.3,0.3
1976,Feb,2,8,10.8,2.8,6.8,8,0.1
1976,Feb,2,9,10.3,-0.3,5,10.6,0.3
1976,Feb,2,10,8.7,0.5,4.6,8.2,1.1
1976,Feb,2,11,6.6,1.4,4,5.2,1.3
1976,Feb,2,12,9.4,2.4,5.9,7,11
1976,Feb,2,13,8.7,5.3,7,3.4,0.1
1976,Feb,2,14,6.6,1.4,4,5.2,0
1976,Feb,2,15,4.5,1.6,3.1,2.9,0
1976,Feb,2,16,4.6,-1.7,1.5,6.3,0.2
1976,Feb,2,17,3.4,-1.6,0.9,5,0.1
1976,Feb,2,18,3.6,1.6,2.6,2,0
1976,Feb,2,19,6.4,1.7,4.1,4.7,0
1976,Feb,2,20,8.9,3,6,5.9,0.2
1976,Feb,2,21,9.9,4.4,7.2,5.5,0.8
1976,Feb,2,22,11.1,5.3,8.2,5.8,0
1976,Feb,2,23,11,5.6,8.3,5.4,0.6
1976,Feb,2,24,13.9,9.2,11.6,4.7,0
1976,Feb,2,25,12.1,6.7,9.4,5.4,0
1976,Feb,2,26,12.4,5.8,9.1,6.6,0
1976,Feb,2,27,9.7,5.9,7.8,3.8,0
1976,Feb,2,28,10.5,5.3,7.9,5.2,0
1976,Feb,2,29,14.4,5,9.7,9.4,1.2
1976,Mar,3,1,10.8,0.4,5.6,10.4,0
1976,Mar,3,2,10.7,-2.2,4.3,12.9,0
1976,Mar,3,3,11.3,0.3,5.8,11,0
1976,Mar,3,4,11.5,-1.6,5,13.1,0
1976,Mar,3,5,11.6,-1.9,4.9,13.5,0
1976,Mar,3,6,5.4,-1.8,1.8,7.2,0
1976,Mar,3,7,3.4,-3.2,0.1,6.6,0
1976,Mar,3,8,4.2,-2.7,0.8,6.9,0
1976,Mar,3,9,8.4,-3.1,2.7,11.5,0
1976,Mar,3,10,8.8,-0.2,4.3,9,0
1976,Mar,3,11,8.9,3.5,6.2,5.4,2.4
1976,Mar,3,12,7.6,4.3,6,3.3,3.5
1976,Mar,3,13,6.1,2.1,4.1,4,0.2
1976,Mar,3,14,5.9,2.6,4.3,3.3,1.4
1976,Mar,3,15,5.1,3.4,4.3,1.7,3.7
1976,Mar,3,16,7.4,4,5.7,3.4,1
1976,Mar,3,17,8.4,4.4,6.4,4,2.6
1976,Mar,3,18,8.9,4.7,6.8,4.2,0
1976,Mar,3,19,5.9,-0.7,2.6,6.6,0
1976,Mar,3,20,10.2,0.6,5.4,9.6,0
1976,Mar,3,21,8.2,2.9,5.6,5.3,0
1976,Mar,3,22,5.8,1.8,3.8,4,0
1976,Mar,3,23,5.4,-2.7,1.4,8.1,0
1976,Mar,3,24,10,-1.8,4.1,11.8,0.4
1976,Mar,3,25,13.4,1.3,7.4,12.1,0.8
1976,Mar,3,26,11.9,8,10,3.9,0
1976,Mar,3,27,13,4.8,8.9,8.2,0
1976,Mar,3,28,12.2,6.6,9.4,5.6,0
1976,Mar,3,29,11.9,6,9,5.9,0
1976,Mar,3,30,12.1,5.3,8.7,6.8,0
1976,Mar,3,31,13.2,7.2,10.2,6,0
1976,Apr,4,1,12.3,7.9,10.1,4.4,0.2
1976,Apr,4,2,9.2,6.8,8,2.4,0.9
1976,Apr,4,3,10.2,0.8,5.5,9.4,0
1976,Apr,4,4,13.6,5.5,9.6,8.1,0
1976,Apr,4,5,13.1,3,8.1,10.1,0
1976,Apr,4,6,13.6,7.7,10.7,5.9,0.2
1976,Apr,4,7,12.6,5.6,9.1,7,0
1976,Apr,4,8,13.2,-1.1,6.1,14.3,0
1976,Apr,4,9,12.7,4.5,8.6,8.2,0
1976,Apr,4,10,15.4,3.7,9.6,11.7,0
1976,Apr,4,11,11.8,4.8,8.3,7,0
1976,Apr,4,12,12.4,2.4,7.4,10,0
1976,Apr,4,13,11.3,4.9,8.1,6.4,2.8
1976,Apr,4,14,10.1,5.6,7.9,4.5,4
1976,Apr,4,15,14.4,6.5,10.5,7.9,0
1976,Apr,4,16,13.3,5.2,9.3,8.1,0
1976,Apr,4,17,17.8,-0.1,8.9,17.9,0
1976,Apr,4,18,16.7,6.9,11.8,9.8,0
1976,Apr,4,19,18.5,6.8,12.7,11.7,0
1976,Apr,4,20,18.8,4.1,11.5,14.7,0
1976,Apr,4,21,15,6,10.5,9,0
1976,Apr,4,22,12.2,5.5,8.9,6.7,0
1976,Apr,4,23,10,0.9,5.5,9.1,0
1976,Apr,4,24,11.6,0.3,6,11.3,0
1976,Apr,4,25,11.2,3.8,7.5,7.4,0
1976,Apr,4,26,10.3,5.1,7.7,5.2,0
1976,Apr,4,27,7.9,5.8,6.9,2.1,0
1976,Apr,4,28,10.7,-0.7,5,11.4,0
1976,Apr,4,29,13.3,-1.8,5.8,15.1,0
1976,Apr,4,30,14,7.2,10.6,6.8,0
1976,May,5,1,14.9,4.3,9.6,10.6,2.4
1976,May,5,2,14.5,7.3,10.9,7.2,0
1976,May,5,3,14.5,8.8,11.7,5.7,1.2
1976,May,5,4,16.2,6.3,11.3,9.9,0
1976,May,5,5,17.8,9.4,13.6,8.4,0.1
1976,May,5,6,22.8,11.4,17.1,11.4,0
1976,May,5,7,25.3,7.8,16.6,17.5,0
1976,May,5,8,23.7,12.3,18,11.4,0
1976,May,5,9,24,11.2,17.6,12.8,4.5
1976,May,5,10,18.3,11.2,14.8,7.1,0
1976,May,5,11,15.2,5.9,10.6,9.3,0.6
1976,May,5,12,15.2,6.9,11.1,8.3,3.1
1976,May,5,13,15.7,6.3,11,9.4,0
1976,May,5,14,17.5,4.4,11,13.1,0
1976,May,5,15,15.6,6.6,11.1,9,5.1
1976,May,5,16,16.7,5.4,11.1,11.3,0
1976,May,5,17,18.8,7.3,13.1,11.5,0
1976,May,5,18,17.5,10.5,14,7,1.9
1976,May,5,19,12.8,6.4,9.6,6.4,5.8
1976,May,5,20,14.7,7.7,11.2,7,2.9
1976,May,5,21,17.4,5.3,11.4,12.1,0
1976,May,5,22,17.6,11.3,14.5,6.3,0
1976,May,5,23,21.2,9.8,15.5,11.4,0
1976,May,5,24,22.8,9.5,16.2,13.3,3.5
1976,May,5,25,17.3,10.3,13.8,7,0
1976,May,5,26,15.7,8.7,12.2,7,0
1976,May,5,27,18.7,5.9,12.3,12.8,0
1976,May,5,28,19.9,9.9,14.9,10,9.4
1976,May,5,29,17.5,10.2,13.9,7.3,0
1976,May,5,30,16.3,8.3,12.3,8,0
1976,May,5,31,16.5,10.7,13.6,5.8,3.7
1976,Jun,6,1,17.5,11.6,14.6,5.9,0
1976,Jun,6,2,17,10.3,13.7,6.7,1.3
1976,Jun,6,3,17.2,7.8,12.5,9.4,0
1976,Jun,6,4,18.8,8.4,13.6,10.4,0
1976,Jun,6,5,21.2,10.7,16,10.5,0.2
1976,Jun,6,6,25.2,13.2,19.2,12,0
